회사명,거래소코드,회계년도,재고자산(*)(IFRS),매입채무(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),매출액(수익)(*)(IFRS),이자비용(IFRS),유형자산(*)(IFRS),자본(*)(IFRS),당기순이익(손실)(IFRS),연구개발비(IFRS)
(주)씨에스에이코스믹,083660,2018/12,9305487,6779701,-5171573,62457277,135879,5606125,23597397,-519074,753001
(주)씨에스에이코스믹,083660,2019/12,8093869,7351170,-50009,57196967,221663,1574850,16094872,-7405600,433620
(주)씨엔플러스,115530,2011/12,1874132,6719161,13925097,53829146,232855,31214653,33283005,6005744,1770363
(주)씨엔플러스,115530,2012/12,1960231,5902346,4529317,54245288,474647,34109264,34723634,2419300,1612198
(주)씨엔플러스,115530,2013/12,1832724,3436983,673705,41561984,330060,34233651,36394794,236222,1564000
(주)씨엔플러스,115530,2014/12,2753698,2061897,-1308354,32944973,555747,33144089,23726624,-12673720,3623245
(주)씨엔플러스,115530,2015/12,2043643,2388812,-1764856,27332897,759468,26217247,17005886,-10314907,2410313
(주)씨엔플러스,115530,2016/12,914407,2840953,-1765218,24036246,1111940,14776912,11049634,-12881124,1324598
(주)씨엔플러스,115530,2017/12,2992370,13684909,-331546,26853889,1157747,16772074,11387541,-1127948,879028
(주)씨엔플러스,115530,2018/12,2822032,5326016,-3320830,23878976,991772,17932618,15277223,-6047579,686525
(주)씨엔플러스,115530,2019/12,1324206,2567471,-2463122,16364900,1082769,881809,12808504,-6456601,236278
(주)씨엘인터내셔널,037340,2011/12,2038017,571893,-3841223,13177564,1617810,4841762,17933990,-6288772,1066945
(주)씨엘인터내셔널,037340,2012/12,3069509,2633172,4408725,26448044,1472492,4466996,20399785,-1927863,594648
(주)씨엘인터내셔널,037340,2013/12,526526,1679731,-3932218,21704512,1036698,3581726,18089729,-16060639,1113606
(주)씨엘인터내셔널,037340,2014/12,2165890,2337203,499308,21050295,907069,3354636,19181151,-5052150,1291451
(주)씨엘인터내셔널,037340,2015/12,3821987,1210619,-3159795,17501375,940418,5151915,7671957,-21416949,1596052
(주)씨유메디칼시스템,115480,2011/12,4385206,612436,139313,23013298,135995,7864319,35055040,6167450,597023
(주)씨유메디칼시스템,115480,2012/12,4772593,737849,-2475809,20823413,152675,7520350,35829701,2624511,850360
(주)씨유메디칼시스템,115480,2013/12,7139156,331807,-2452841,19153077,641845,7091288,38332371,325760,1203898
(주)씨유메디칼시스템,115480,2014/12,7163975,673356,2959475,21086395,615006,6384854,35571677,-2664094,802258
(주)씨유메디칼시스템,115480,2015/12,8578535,586577,2867191,22410080,519972,5529967,40150749,2323067,824457
(주)씨유메디칼시스템,115480,2016/12,10305541,665427,-376411,50583903,885773,7423273,44084124,-1356816,1086021
(주)씨유메디칼시스템,115480,2017/12,11213725,3043876,6354955,55088654,602343,7077860,42784507,-4924717,1284100
(주)씨유메디칼시스템,115480,2018/12,11280736,3979036,4110492,68753333,1176045,7173671,46831100,435560,1414909
(주)씨유메디칼시스템,115480,2019/12,10767705,3453893,2447354,68976185,4358932,8107020,48102422,-4923245,1287956
(주)씨유전자,056340,2011/12,39342,349922,3153316,3917848,1512261,5781115,59220479,-958174,0
(주)씨유전자,056340,2012/12,20720,2313000,1595390,3620244,1230344,5376917,41600325,-18116569,0
(주)씨유전자,056340,2013/12,0,2361000,-478302,3444538,928000,5457491,16741329,-24858995,0
(주)씨이랩,189330,2011/12,,,,,,,,,
(주)씨이랩,189330,2012/12,,,,,,,,,
(주)씨이랩,189330,2013/12,,,,,,,,,
(주)씨이랩,189330,2014/12,,,,,,,,,
(주)씨이랩,189330,2015/12,,,,,,,,,
(주)씨이랩,189330,2016/12,,,,,,,,,
(주)씨이랩,189330,2017/12,,,,,,,,,
(주)씨이랩,189330,2018/12,,,,,,,,,
(주)씨이랩,189330,2019/12,,,,,,,,,
(주)씨제이이엔엠,035760,2011/12,42108677,26695081,91876835,894723604,13804340,119159199,347691270,88413385,1362790
(주)씨제이이엔엠,035760,2012/12,57591200,21948215,73780275,1077330427,10307833,114287698,468328815,122631136,1700765
(주)씨제이이엔엠,035760,2013/12,62529855,31446888,130044253,1260652344,8326744,111358990,567184872,108313787,1903088
(주)씨제이이엔엠,035760,2014/12,50801734,16978368,139445874,1277323863,7116594,104464342,638953906,100456540,1871349
(주)씨제이이엔엠,035760,2015/12,31131061,14860386,80088895,1119374858,5003060,105268025,681436284,60297478,1655677
(주)씨제이이엔엠,035760,2016/12,35603793,17140529,146432213,1095911240,3466402,104540236,683135129,16081605,2144025
(주)씨제이이엔엠,035760,2017/12,43123246,15062981,59405924,1136458706,287004,110581282,802733562,128169077,1865875
(주)씨제이이엔엠,035760,2018/12,69081358,57762382,287120572,2017373340,11669806,379904963,2513213709,110764418,0
(주)씨제이이엔엠,035760,2019/12,112249482,120935952,425544892,3157133395,22934296,526188457,2784581744,319727575,7625796
(주)씨젠,096530,2011/12,2670595,4130035,-2827266,39399418,464025,2809162,40732261,9350818,1648957
(주)씨젠,096530,2012/12,4727296,3996775,3672940,51712797,1379352,4479051,41937202,9102938,1583673
(주)씨젠,096530,2013/12,8842418,4266981,-2893226,58992832,1344468,4630576,84445180,9572519,2802836
(주)씨젠,096530,2014/12,6555754,2224114,5381737,52530013,1371520,5163268,96411667,9528972,2812020
(주)씨젠,096530,2015/12,10619143,3245454,-2600775,53864051,1348323,5196863,139483204,9511789,2629871
(주)씨젠,096530,2016/12,10536939,2383325,16825629,58186498,1862085,7850087,148018573,8812409,3433913
(주)씨젠,096530,2017/12,16781521,4149714,21767054,70031261,1411070,8362542,147608229,5180197,3377161
(주)씨젠,096530,2018/12,21092484,8704752,14818483,83937581,152507,9204804,126408775,4673872,10276956
(주)씨젠,096530,2019/12,17235157,4412130,24843361,97156071,203174,8576816,151840419,25801354,9661070
(주)씨티씨바이오,060590,2011/12,17927019,4248988,-363282,72356867,2113196,25465622,44898810,-581204,4727671
(주)씨티씨바이오,060590,2012/12,23070422,4096063,1950293,100244333,1798216,29706547,61151563,6793328,4615710
(주)씨티씨바이오,060590,2013/12,22125532,6213046,3772523,92879887,1240325,33534050,90920044,795997,4088274
(주)씨티씨바이오,060590,2014/12,22995734,5988138,-3702639,94535062,822733,66216855,84604048,-3062399,5952496
(주)씨티씨바이오,060590,2015/12,24021428,6292640,2617255,94474409,1527845,86726284,97863358,2414618,4929564
(주)씨티씨바이오,060590,2016/12,25090676,7698249,4913389,93553652,1950406,91961662,88832957,-3428178,7364685
(주)씨티씨바이오,060590,2017/12,24226931,8026937,1419176,91354880,2732847,91406227,71038355,-21762497,5776724
(주)씨티씨바이오,060590,2018/12,24793397,7134981,-1037659,101513825,3796793,88407629,85190978,-8340257,4583593
(주)씨티씨바이오,060590,2019/12,23034578,5837022,6109601,104824069,4689007,57836261,75860887,-8230447,1628845
(주)씨티앤티,050470,2011/12,10874366,9765234,0,8461106,0,15225593,4100331,-30275318,0
(주)씨티케이,260930,2016/12,4434260,15478182,12559775,133888368,86044,8053086,36303399,23325157,565154
(주)씨티케이,260930,2017/12,3877913,9559552,22542843,112990498,7921,17778170,171904347,15579571,1441576
(주)씨티케이,260930,2018/12,11388578,16959931,-13540038,109723276,0,25829767,171403131,10358833,2294225
(주)씨티케이,260930,2019/12,5542509,8537544,35499827,108931323,9243,37029655,179912581,12106726,1574726
(주)아가방앤컴퍼니,013990,2011/12,29298993,13519014,3240353,197088008,282845,57720063,148829548,7067387,95994
(주)아가방앤컴퍼니,013990,2012/12,33790939,12358006,4495663,191827908,275181,62471697,146657085,2046107,64385
(주)아가방앤컴퍼니,013990,2013/12,38116003,12400379,-1879907,183714039,276921,84742177,147438297,2000676,82296
(주)아가방앤컴퍼니,013990,2014/12,37535326,11525965,5673203,154233511,197197,93354699,166461441,-6293579,74044
(주)아가방앤컴퍼니,013990,2015/12,33249176,7421433,5357966,150273083,177689,96686437,168778231,1474329,48331
(주)아가방앤컴퍼니,013990,2016/12,31027990,9857475,8032733,142243066,200088,81195288,171685218,2001791,59426
(주)아가방앤컴퍼니,013990,2017/12,32097235,7027594,-3342908,134128796,96511,43327160,167051544,-4481117,66581
(주)아가방앤컴퍼니,013990,2018/12,45479907,8265754,-6934834,107135895,94828,35067461,150939187,-15657914,60293
(주)아가방앤컴퍼니,013990,2019/12,48094185,8801011,1579169,129047307,254653,43310462,135039898,-15683904,49374
(주)아나패스,123860,2011/12,8040510,2374593,38397881,100722799,6347,2159305,74694418,16932331,12587271
(주)아나패스,123860,2012/12,9382662,5114708,16428132,98186736,0,1385397,88832541,16901003,17917484
(주)아나패스,123860,2013/12,6271628,1468600,13303045,91143025,264695,4962432,87519397,2769003,19499513
(주)아나패스,123860,2014/12,6152033,3406490,31472742,134040808,575570,2561914,98872134,11446110,26433458
(주)아나패스,123860,2015/12,12437026,2071524,10963705,99424411,641927,5353879,102989650,2392645,23515648
(주)아나패스,123860,2016/12,15258760,5170252,15325040,99299891,251442,5551461,76537219,-25410338,21251420
(주)아나패스,123860,2017/12,6060868,909846,17724779,87058623,289287,5636231,76015226,678656,20707556
(주)아나패스,123860,2018/12,3636106,1115857,-1950891,51496711,478967,6012419,69273645,-4210036,18309591
(주)아나패스,123860,2019/12,15713009,7083770,-16496433,60833182,659261,12400149,55203935,-22209910,30461208
(주)아난티,025980,2011/12,9208763,159768,-15191135,20976519,868253,168774901,33608997,-5642555,0
(주)아난티,025980,2012/12,9339811,137861,-3756632,27485841,1218427,169701416,30918046,-2544522,0
(주)아난티,025980,2013/12,9597617,215216,-3312799,20759915,2008029,171332180,26980030,-4026749,0
(주)아난티,025980,2014/12,3314873,153385,27961000,47960493,2458543,215797287,49832042,5729252,0
(주)아난티,025980,2015/12,2542346,146281,8074402,89829837,2173954,253072701,252227796,21984150,0
(주)아난티,025980,2016/12,5296266,399433,-25334557,40949167,1518933,325260990,246513882,-8636511,0
(주)아난티,025980,2017/12,983211,431926,-6575659,39910347,3507011,318409165,238024911,-8334682,0
(주)아난티,025980,2018/12,2457013,166918,27504393,64116852,5672089,282576793,238961169,-9582838,0
(주)아난티,025980,2019/12,4016622,192587,22729321,71418465,8330980,286848675,310638820,8071195,0
(주)아라온테크,041060,2011/12,0,59284,-3371252,6426493,465803,93212,11652418,-43741343,0
(주)아라온테크,041060,2012/12,0,1030860,-31330,24352622,74084,44698,9687159,-8873224,0
(주)아라온테크,041060,2013/12,0,373189,-144874,3849551,197357,1432208,9033166,-681284,0
(주)아리온테크놀로지,058220,2011/12,4159375,6628788,-5112000,66584608,193372,637019,20327400,3720993,3724849
(주)아리온테크놀로지,058220,2012/12,6587119,17056793,23530053,100491257,182527,1312077,25176008,5523452,4005548
(주)아리온테크놀로지,058220,2013/12,12117532,6953138,-20304636,60113309,211324,7004215,27800335,1742651,2238024
(주)아리온테크놀로지,058220,2014/12,12341893,13444132,13852040,88502296,157581,7021212,28106273,230049,4138750
(주)아리온테크놀로지,058220,2015/12,10595296,6751960,7315933,88748885,170460,16851868,30451420,2458255,4080029
(주)아리온테크놀로지,058220,2016/12,8546286,7903940,-14869571,42631874,423997,17630538,33613628,-15705672,487679
(주)아리온테크놀로지,058220,2017/12,5885278,6139083,2670337,40595527,1213496,17241256,21323678,-22642243,672093
(주)아리온테크놀로지,058220,2018/12,5266132,5544978,-6249317,33380297,4169061,437027,23242792,-11856695,384252
(주)아리온테크놀로지,058220,2019/12,3902465,4837110,-5514164,23341145,5840773,1041362,18559649,-6293540,104579
(주)아모그린텍,125210,2015/12,,,,,,,,,
(주)아모그린텍,125210,2016/12,,,,,,,,,
(주)아모그린텍,125210,2017/12,,,,,,,,,
(주)아모그린텍,125210,2018/12,9576473,11254257,-4407077,85010164,1243392,20910624,1632461,-3941386,9470709
(주)아모그린텍,125210,2019/12,16420424,12037763,-2997629,93385523,1068398,30578914,38230614,1716950,10407602
(주)아모레퍼시픽,090430,2011/12,194817180,76210773,365476324,2293407081,460235,1603855301,2125754060,318809138,60211000
(주)아모레퍼시픽,090430,2012/12,229645107,88728780,282137950,2510394369,586018,1702289385,2345061946,275500289,60170000
(주)아모레퍼시픽,090430,2013/12,224081252,93369109,409492472,2667649502,930850,1771088193,2570479829,270810351,62842000
(주)아모레퍼시픽,090430,2014/12,233086346,115227364,487372274,3182316594,1138106,1563563606,2869417897,356623827,72329000
(주)아모레퍼시픽,090430,2015/12,222559292,91143397,532802138,3757959212,1296462,1667831445,3312494398,534235039,82550000
(주)아모레퍼시픽,090430,2016/12,262619793,81196823,571878926,4270867000,926717,2097720681,3805165195,593918587,96007000
(주)아모레퍼시픽,090430,2017/12,239027078,84340145,369037804,3627543045,1240630,2343514537,4026554637,317768947,93324000
(주)아모레퍼시픽,090430,2018/12,251811762,66308696,500155935,3670704957,1865412,2407007723,4236810691,274660919,97003000
(주)아모레퍼시픽,090430,2019/12,274779186,70625716,471437112,3913830166,3656814,2381895008,4375433772,329297061,97684000
(주)아모레퍼시픽그룹,002790,2011/12,0,0,28176090,28495362,167,106774475,1560503365,25327196,0
(주)아모레퍼시픽그룹,002790,2012/12,0,0,28576038,37521115,0,89893589,1582828008,39362578,0
(주)아모레퍼시픽그룹,002790,2013/12,0,0,41317000,48608561,356,88236281,1600329326,37738432,0
(주)아모레퍼시픽그룹,002790,2014/12,0,0,48314068,81552739,441,34402756,1635704389,55875267,0
(주)아모레퍼시픽그룹,002790,2015/12,0,0,41128650,68570023,10605,34568909,1648859899,42538320,0
(주)아모레퍼시픽그룹,002790,2016/12,0,0,49213426,83127891,161409,34462693,1660301249,45008701,0
(주)아모레퍼시픽그룹,002790,2017/12,0,0,69106026,100241557,475388,20508134,1694981339,74005161,0
(주)아모레퍼시픽그룹,002790,2018/12,0,0,48366999,73339514,769000,14723023,1712148327,49452021,0
(주)아모레퍼시픽그룹,002790,2019/12,0,0,130614469,153702106,1008623,18134921,1987827031,118327675,0
(주)아모센스,357580,2013/12,,,,,,,,,
(주)아모센스,357580,2014/12,,,,,,,,,
(주)아모센스,357580,2015/12,8066479,11514937,5883960,78719094,661242,6665910,12355419,8415391,4808054
(주)아모센스,357580,2016/12,4741385,3701634,-5222829,48350052,658223,16563974,15454605,3061982,5008956
(주)아모센스,357580,2017/12,8601739,7088881,12622569,57815440,747547,16647992,22578887,7085659,7329386
(주)아모센스,357580,2018/12,9590847,3713489,-111932,46546311,821279,17742771,22381727,245988,7576250
(주)아모센스,357580,2019/12,11441042,3663160,941440,62028010,940647,18893781,20849403,-1195526,9782992
(주)아모텍,052710,2011/12,24697064,6722656,3924374,93252621,4866414,106676136,108527369,-1920745,5737513
(주)아모텍,052710,2012/12,34178592,23822130,23122417,180030067,6059733,119897891,119765536,11376952,8519141
(주)아모텍,052710,2013/12,24271399,10118422,37480535,236161988,6296241,134775796,142028882,15298444,11441422
(주)아모텍,052710,2014/12,34706364,10102076,4657209,163592533,5999779,129751487,140522238,-799025,10248292
(주)아모텍,052710,2015/12,30670914,23578724,35349528,279226777,5141516,131704618,161111972,14049839,12788902
(주)아모텍,052710,2016/12,25342752,19658165,34176493,266596340,4319035,113896033,176596885,16415189,10384069
(주)아모텍,052710,2017/12,42244760,31959277,31783727,288584654,3803214,107418834,204635537,27065497,13015532
(주)아모텍,052710,2018/12,36904506,20711991,20178370,232516206,4061777,128390784,212830169,9542574,13176928
(주)아모텍,052710,2019/12,54944433,25399570,-5408662,232205689,4889807,141880149,211424670,-926694,10908112
(주)아미노로직스,074430,2011/12,8097677,425698,-8512637,4028760,806613,6311394,62965285,1583830,61807
(주)아미노로직스,074430,2012/12,9526881,1576181,-3335909,3440869,946367,953752,28591989,-34360248,130411
(주)아미노로직스,074430,2013/12,9441644,244853,-4365057,3275784,678536,800178,40425206,-10769395,43255
(주)아미노로직스,074430,2014/12,8517044,2816,-2061864,3541054,181543,647103,31848971,-8099578,167879
(주)아미노로직스,074430,2015/12,8540837,2217689,1928879,10996731,47670,495130,48278094,-984674,76630
(주)아미노로직스,074430,2016/12,7778028,2239174,4138143,16365960,17046,349141,44550734,-3741503,153157
(주)아미노로직스,074430,2017/12,5528058,1919964,3000303,16835420,17000,461823,45144933,541991,225057
(주)아미노로직스,074430,2018/12,5130022,1131090,4558112,18449736,17000,618863,53190541,7996312,160624
(주)아미노로직스,074430,2019/12,3508312,2693562,3603797,18980396,39332,615533,51854536,-1200804,226214
(주)아바코,083930,2011/12,2549739,27166862,30151169,248709935,237003,29873742,75046575,9031776,0
(주)아바코,083930,2012/12,2161217,9818572,-7115657,94725637,290826,28749255,86816488,-193772,3109535
(주)아바코,083930,2013/12,955324,32827647,21542624,166864355,191805,27723703,78695952,-15088319,4417476
(주)아바코,083930,2014/12,2159178,19469969,13141372,148969022,16681,27087163,85464172,6895386,3941389
(주)아바코,083930,2015/12,5153820,29703469,1184818,136646060,0,26295737,94018721,9217795,4344778
(주)아바코,083930,2016/12,5035973,39055004,-6642411,199612659,0,30861934,102284488,14208527,4504663
(주)아바코,083930,2017/12,2197702,50151782,31234829,185505840,244,30067600,105772304,383040,4316056
(주)아바코,083930,2018/12,104903310,35962482,-27953664,243240951,26685,30357519,117389286,23026020,3733566
(주)아바코,083930,2019/12,76036909,20398686,31652586,225139216,93843,29661321,129225417,20062417,10356001
(주)아바텍,149950,2011/12,1671524,2374333,7898071,44327446,164830,42131581,50198656,6477511,1480316
(주)아바텍,149950,2012/12,2952885,2730907,21268456,82999354,11928,52125445,85693104,17419704,1624734
(주)아바텍,149950,2013/12,3460422,3444671,19011536,102630269,18080,68715486,97492600,15538161,574331
(주)아바텍,149950,2014/12,1217468,2618956,42640817,117572933,35032,71089212,111726652,23405175,723722
(주)아바텍,149950,2015/12,1957310,1344014,20699994,75418829,14392,61362890,119611922,8949390,902854
(주)아바텍,149950,2016/12,1667392,1585302,23017548,78863764,0,56710264,120253531,8000745,1477394
(주)아바텍,149950,2017/12,1227287,2018838,31930997,95628780,0,47990777,137515343,14367999,1374951
(주)아바텍,149950,2018/12,1194471,1577843,10191688,74333390,0,42053731,137024996,7726745,1499581
(주)아바텍,149950,2019/12,1118675,1466015,16207195,75410526,0,64556356,136087802,7237344,2398866
(주)아센디오,012170,2011/12,1637,581047,-4232232,100606197,954639,266182,29712343,17846172,93278
(주)아센디오,012170,2012/12,0,70817,-7483388,62071528,1707107,399855,33587923,-5070736,614
(주)아센디오,012170,2013/12,0,167461,3413346,14109499,2954027,335585,40884051,-30866177,0
(주)아센디오,012170,2014/12,594818,0,-7590742,7606517,2061286,169233,35696614,-17968686,0
(주)아센디오,012170,2015/12,452858,0,-19688307,5677606,3180485,165675,43773124,-9728828,0
(주)아센디오,012170,2016/12,733516,0,-2106691,5787957,1982428,574345,71602790,-9649132,11305
(주)아센디오,012170,2017/12,397214,0,1198686,34526626,3735685,546653,52214518,-37123443,235679
(주)아센디오,012170,2018/12,31514,0,-2562580,8399543,2758950,553338,59159259,-17640017,238746
(주)아센디오,012170,2019/12,74846,0,-1356976,23296229,2855452,1438054,-438969,-60760662,266401
(주)아셈스,136410,2011/12,,,,,,,,,
(주)아셈스,136410,2012/12,,,,,,,,,
(주)아셈스,136410,2013/12,,,,,,,,,
(주)아셈스,136410,2014/12,,,,,,,,,
(주)아셈스,136410,2015/12,,,,,,,,,
(주)아셈스,136410,2016/12,,,,,,,,,
(주)아셈스,136410,2017/12,,,,,,,,,
(주)아셈스,136410,2018/12,,,,,,,,,
(주)아셈스,136410,2019/12,9743464,1638382,4865422,28084003,1089153,18262391,14997415,870606,1224607
(주)아스타,246720,2015/12,604754,16819,-2066071,364260,1115781,80426,5306539,-1924226,844724
(주)아스타,246720,2016/12,877194,12772,-3436391,239586,56862,104216,5438195,-3993851,1554140
(주)아스타,246720,2017/12,1481927,84072,-3759675,2073930,86222,109837,14675030,-4839567,828619
(주)아스타,246720,2018/12,2161035,93748,-993120,1099476,0,74819,31971002,633880,649161
(주)아스타,246720,2019/12,1700917,112217,-1330397,1817622,12083,1383731,15764081,-16314670,853250
(주)아스트,067390,2011/12,,,,,,,,,
(주)아스트,067390,2012/12,21763671,3516741,-3710616,44312334,3514780,45926513,9484234,9464180,0
(주)아스트,067390,2013/12,26333455,9158677,-9274531,60884696,3843924,45601161,27256436,-6517352,0
(주)아스트,067390,2014/12,27140480,10768944,-1503971,66551246,3683752,48447389,46557011,-7881921,0
(주)아스트,067390,2015/12,34107759,9909659,-3036417,80804413,2115797,50567129,57810228,2500144,0
(주)아스트,067390,2016/12,45985571,12614468,-4468073,90103341,2503874,46992805,80031741,11478951,0
(주)아스트,067390,2017/12,52276767,38543195,611263,92788560,2464037,48602988,102490459,981493,0
(주)아스트,067390,2018/12,87967758,61513814,-19483299,116937659,3655386,55347138,106942722,2894256,0
(주)아스트,067390,2019/12,110270586,25661867,17856148,145441532,5354552,55771103,191228700,-2744422,0
(주)아스플로,159010,2011/12,,,,,,,,,
(주)아스플로,159010,2012/12,,,,,,,,,
(주)아스플로,159010,2013/12,,,,,,,,,
(주)아스플로,159010,2014/12,,,,,,,,,
(주)아스플로,159010,2015/12,,,,,,,,,
(주)아스플로,159010,2016/12,,,,,,,,,
(주)아스플로,159010,2017/12,,,,,,,,,
(주)아스플로,159010,2018/12,11434900,6580501,7158368,56561462,709651,14535279,18437131,7359501,2310082
(주)아스플로,159010,2019/12,11893170,5033690,3372655,40454937,490419,28530079,21514630,3295613,1683025
(주)아시아경제,127710,2011/12,,,,,,,,,
(주)아시아경제,127710,2012/12,,,,,,,,,
(주)아시아경제,127710,2013/12,23622,2588,2779219,31079228,675743,10584069,23155433,2763545,0
(주)아시아경제,127710,2014/12,20060,103831,2941747,32651539,333713,10311650,27334405,4325120,0
(주)아시아경제,127710,2015/12,10174,149359,5297605,34475334,234985,10215412,49820117,4240759,0
(주)아시아경제,127710,2016/12,50016,150883,2868209,33960861,17431,10122826,53030795,3421130,0
(주)아시아경제,127710,2017/12,11834,135857,4080931,35016236,11636,10074957,72653316,20066675,0
(주)아시아경제,127710,2018/12,26078,135965,3167023,37279579,1158632,9928711,102645094,30991765,0
(주)아시아경제,127710,2019/12,21253,143411,-5931204,37224621,1222685,9852415,97958385,851891,0
(주)아우딘퓨쳐스,227610,2015/12,1262666,1686632,1957006,25099145,163106,8109873,14053004,1733426,0
(주)아우딘퓨쳐스,227610,2016/12,4443779,1671355,3538205,56780137,121533,10442668,23206082,9122506,0
(주)아우딘퓨쳐스,227610,2017/12,6219066,3431566,-7906689,51015104,64806,11247245,45944404,-321630,0
(주)아우딘퓨쳐스,227610,2018/12,9190459,1352417,-4838229,89405999,12137,13829512,53600457,9125741,0
(주)아우딘퓨쳐스,227610,2019/12,12522210,1001404,149325,44450166,91152,16458309,34504304,-18222643,0
(주)아이디스,143160,2011/12,12798770,8479176,11936787,65484032,814681,10249432,65070699,13802994,0
(주)아이디스,143160,2012/12,10958903,7755747,41595259,151909812,1473711,10021748,89545134,25795512,6282223
(주)아이디스,143160,2013/12,15015329,6436995,21324869,117079672,220813,11311839,134171637,18346482,8366215
(주)아이디스,143160,2014/12,17789449,8096596,16182635,117047229,0,15325422,141397005,10853026,8584896
(주)아이디스,143160,2015/12,21773533,10319399,16878205,137685525,0,14120455,149309428,10977250,8104015
(주)아이디스,143160,2016/12,17020284,7244641,18226032,106710351,0,13212703,143191429,-2967385,7982595
(주)아이디스,143160,2017/12,16579176,6903413,4794224,93642353,0,12700194,151342271,11171244,7118542
(주)아이디스,143160,2018/12,26969517,10452710,-4956888,105771036,0,12608635,151756491,4826317,8186308
(주)아이디스,143160,2019/12,24645015,10299248,16149824,108050710,197346,16987359,152189329,1788883,6617567
(주)아이디스홀딩스,054800,2011/12,0,0,13308945,3811039,767034,34503652,134467228,77795444,0
(주)아이디스홀딩스,054800,2012/12,0,0,4971440,5412961,1080616,330215,172628641,2248590,0
(주)아이디스홀딩스,054800,2013/12,0,0,5340644,9051512,852557,211379,176638964,4050319,0
(주)아이디스홀딩스,054800,2014/12,0,0,6071083,10135090,688269,208955,161651762,-13843385,0
(주)아이디스홀딩스,054800,2015/12,0,0,5642391,9759961,357190,195347,160916384,5218197,0
(주)아이디스홀딩스,054800,2016/12,0,0,5940875,10135284,311008,162118,161842665,2808689,0
(주)아이디스홀딩스,054800,2017/12,0,0,5670386,10190466,376599,127950,164638517,4582740,0
(주)아이디스홀딩스,054800,2018/12,0,0,5985992,7916598,2593432,184452,168464839,5619503,0
(주)아이디스홀딩스,054800,2019/12,0,0,6538918,7863296,2500988,158225,154920968,-11072625,0
(주)아이디에스,078780,2011/12,4348486,39750962,13810103,230626841,2066992,39960896,73870561,-3093803,0
(주)아이디에스,078780,2012/12,4937957,16343686,-13890531,218474280,2222117,41609727,84879137,4443868,0
(주)아이디에스,078780,2013/12,557279,13020479,-3884382,214655737,2471853,38615547,63759971,-17612834,0
(주)아이디에스,078780,2014/12,16383,2138740,-14624861,86163360,2231080,36956147,3739134,-68340180,0
(주)아이디에스,078780,2015/12,0,3501097,-12609345,13969410,3431647,34109917,14121009,-1974767,0
(주)아이마켓코리아,122900,2011/12,12321023,258967808,-1892211,1682327249,1007,5133050,287453260,34528937,0
(주)아이마켓코리아,122900,2012/12,22588409,340739560,-36883443,2045239942,314,7982672,318043290,38723102,0
(주)아이마켓코리아,122900,2013/12,26726773,399723544,57514006,2451766901,82276,6844143,347839929,39567068,0
(주)아이마켓코리아,122900,2014/12,25146568,471435930,214182994,2456139078,38611,5159694,366069984,35908960,0
(주)아이마켓코리아,122900,2015/12,75591534,536374986,-75179807,2605008144,3624,4244898,379510904,41732155,0
(주)아이마켓코리아,122900,2016/12,44321500,567674491,123695730,2682496235,1508,3208066,385501865,22864910,0
(주)아이마켓코리아,122900,2017/12,55171940,347173290,174613738,2307870564,529,3551119,380397702,14571721,1959980
(주)아이마켓코리아,122900,2018/12,89510285,346623226,18287214,2248879468,390,10742153,381644493,18107638,2589407
(주)아이마켓코리아,122900,2019/12,19786527,328740362,93310980,2226137935,998059,30256851,369103824,17469787,331068
(주)아이비김영,339950,2019/12,,,,,,,,,
(주)아이센스,099190,2011/12,14715707,2328689,9599221,52347044,384330,41277944,59537295,7841214,3579135
(주)아이센스,099190,2012/12,13510957,2702300,5347301,66318273,401145,51998788,68901090,8947005,5181285
(주)아이센스,099190,2013/12,20540726,3486226,16241574,82555007,253678,74982181,103868348,18118307,6299422
(주)아이센스,099190,2014/12,18999584,3025882,19517740,91974574,606517,63454462,119251714,15547298,8377720
(주)아이센스,099190,2015/12,18997023,3424326,25751818,101028825,475372,62307989,135678193,16625356,9580912
(주)아이센스,099190,2016/12,24988593,4569264,8218987,124070742,391679,70752038,156957424,20369638,11751075
(주)아이센스,099190,2017/12,24113411,6541252,23853772,137479379,487091,88529867,175831905,19896111,12826112
(주)아이센스,099190,2018/12,24828160,4808303,20151852,149179805,730726,92123821,181057013,22667260,12918003
(주)아이센스,099190,2019/12,25657973,6194368,34254511,161094187,838800,92407791,203953254,24103065,15401216
(주)아이스크림에듀,289010,2013/12,,,,,,,,,
(주)아이스크림에듀,289010,2014/12,,,,,,,,,
(주)아이스크림에듀,289010,2015/12,,,,,,,,,
(주)아이스크림에듀,289010,2016/12,,,,,,,,,
(주)아이스크림에듀,289010,2017/12,,,,,,,,,
(주)아이스크림에듀,289010,2018/12,7448496,635016,7608579,100102075,215893,4712752,48948500,10561105,0
(주)아이스크림에듀,289010,2019/12,6928801,506000,8528326,106436331,146039,9937868,74523725,4981294,0
(주)아이씨디,040910,2011/09,29250005,13109270,5450055,143149138,864404,25883225,90030367,26253421,1412523
(주)아이씨디,040910,2012/09,11792778,5876792,-837803,81236542,302827,35884615,97608710,9635019,376029
(주)아이씨디,040910,2013/09,5686730,4222382,32000519,81040019,205926,40175833,105421052,7220171,3613223
