회사명,거래소코드,회계년도,이익잉여금(결손금)(*)(IFRS)(천원),법인세비용차감전순이익(손실)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),합계_기말인원(명),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),종가(원)
(주)네패스,033640,2018/12,76293145,36560015,281991633,140785218,273317888,683,18.42,7.82,2.53,1.07,9810
(주)네패스,033640,2019/12,95722160,44139502,521648374,331008677,356317076,717,37.33,10.15,4.63,1.26,24050
(주)네패스아크,330860,2019/12,4648868,,,,,,,,,,
(주)넥센,005720,2010/12,228753637,56999617,467940075,187753537,249092509,750,13.66,7.89,0.79,0.46,63000
(주)넥센,005720,2011/12,237092420,45408902,521959112,202458544,281033576,733,27.35,16.98,1.07,0.67,76500
(주)넥센,005720,2012/12,249298836,84122450,720858644,194442689,285150563,834,29.55,16.54,1.12,0.63,77900
(주)넥센,005720,2013/12,262790059,80321839,787194782,193837878,379858452,887,29.6,22.03,1.24,0.92,77900
(주)넥센,005720,2014/12,283638745,88680248,837243995,179678905,354340603,896,21.86,16.43,1.25,0.94,87000
(주)넥센,005720,2015/12,299440157,85240704,883064033,158180280,306141351,862,25.41,19.47,1.12,0.86,77300
(주)넥센,005720,2016/12,320230081,110662551,970602747,149817333,321408358,834,18.74,1.64,0.97,0.08,8080
(주)넥센,005720,2017/12,352168461,93312007,1085451848,168376823,314030027,944,15.71,10.61,1.13,0.76,7590
(주)넥센,005720,2018/12,378538783,87630169,3825103267,1942346054,1360025189,947,14.34,8.92,0.81,0.51,5500
(주)넥센,005720,2019/12,398792489,206097010,4098014996,2081511600,2291341654,934,39.02,27.05,0.77,0.54,6050
(주)넥솔론,110570,2010/12,54075023,,,,,,0,0,0,0,
(주)넥솔론,110570,2011/12,30008309,,,,,938,0,0,2.76,1.44,3875
(주)넥솔론,110570,2012/12,-115791129,-148354288,1012372631,924667449,376917654,822,0,0,5.91,1.02,1345
(주)넥솔론,110570,2013/12,-83499722,-57902750,905409103,864105338,331819849,763,0,0,11.15,5.01,856
(주)넥솔론,110570,2014/12,-450421393,-408426235,564058345,926504207,261890995,625,0,0,0,0,333
(주)넥솔론,110570,2015/12,-172431429,,,,,562,2.11,0.16,37.87,2.83,872
(주)넥솔론,110570,2016/12,-238736066,,,,,575,0,0,0,0,547
(주)넥스지,081970,2010/12,17094845,,,,,84,10.68,6.19,1.22,0.7,3800
(주)넥스지,081970,2011/12,20223677,,,,,83,16.6,4.87,1.77,0.52,6700
(주)넥스지,081970,2012/12,22881643,,,,,97,15.78,6.7,1.33,0.56,3340
(주)넥스지,081970,2013/12,24334605,1469100,35613760,2226767,17922270,109,34.97,13.12,1.64,0.62,3965
(주)넥스지,081970,2014/12,25331318,,,,,140,30.82,17.74,1.02,0.59,3770
(주)넥스지,081970,2015/12,25658891,,,,,157,78.96,47.22,1.08,0.65,4500
(주)넥스지,081970,2016/12,26001828,,,,,154,81.22,51.55,1.12,0.71,5430
(주)넥스지,081970,2017/12,26327226,2160575,40380238,3738318,21588094,114,97.42,30.21,2.7,0.84,12150
(주)넥스턴바이오사이언스,089140,2010/12,14220527,,,,,52,15.66,8.01,1.87,0.96,5030
(주)넥스턴바이오사이언스,089140,2011/12,16744937,,,,,51,11.11,4.92,1.51,0.67,3770
(주)넥스턴바이오사이언스,089140,2012/12,18622582,,,,,53,10.66,7.14,1.12,0.75,3265
(주)넥스턴바이오사이언스,089140,2013/12,21029413,,,,,61,12.71,6.33,1.42,0.71,6140
(주)넥스턴바이오사이언스,089140,2014/12,23653914,,,,,60,14.57,6.97,1.65,0.79,4680
(주)넥스턴바이오사이언스,089140,2015/12,24619147,,,,,55,85.7,18.76,3.96,0.87,12750
(주)넥스턴바이오사이언스,089140,2016/12,41470793,,,,,63,14.2,2.96,2.77,0.58,26250
(주)넥스턴바이오사이언스,089140,2017/12,46582099,,,,,70,53.03,21.58,4.01,1.63,13450
(주)넥스턴바이오사이언스,089140,2018/12,50086062,,,,,69,52.73,19.09,3.1,1.12,11100
(주)넥스턴바이오사이언스,089140,2019/12,54732082,,,,,69,30.35,15.23,1.77,0.89,10400
(주)넥스트아이,137940,2010/12,12014266,,,,,,0,0,0,0,
(주)넥스트아이,137940,2011/12,14974556,,,,,62,12.54,5.33,2.43,1.03,6400
(주)넥스트아이,137940,2012/12,19691362,5834149,34121513,4713338,25700825,74,14.97,7.83,2.67,1.39,7120
(주)넥스트아이,137940,2013/12,23512627,5148775,40616025,6934569,27906402,82,18.27,12.03,2.4,1.58,7140
(주)넥스트아이,137940,2014/12,25265521,4086479,44377477,7700133,29162012,95,18.32,9.19,1.93,0.97,4175
(주)넥스트아이,137940,2015/12,27147984,3384335,46268860,7566782,26565766,93,51.32,13.98,3.19,0.87,9260
(주)넥스트아이,137940,2016/12,27836870,4530314,98887814,33455791,39439948,115,329.27,97.36,6.15,1.82,18950
(주)넥스트아이,137940,2017/12,24396321,-1823363,138956473,63670643,59482937,116,0,0,5.41,0.64,3320
(주)넥스트아이,137940,2018/12,9811519,-5028145,177572044,58798784,87218818,122,0,0,4.65,2.52,2250
(주)넥스트아이,137940,2019/12,298590,-1896874,174552667,62698966,87989318,124,0,0,4.21,1.69,1595
(주)넥스트엔터테인먼트월드,160550,2013/12,20797885,21376620,117497620,86111814,126443565,,,,,,
(주)넥스트엔터테인먼트월드,160550,2014/12,24406729,7661310,179333543,50141403,61981056,30,37.5,28.49,1.28,0.97,18050
(주)넥스트엔터테인먼트월드,160550,2015/12,28998698,-1051380,200430116,67475675,82586150,41,188.3,55.09,6.7,1.96,10500
(주)넥스트엔터테인먼트월드,160550,2016/12,31514276,9228321,230523945,93866680,125723993,55,186.3,99.69,3.59,1.92,11150
(주)넥스트엔터테인먼트월드,160550,2017/12,27422927,-8546328,256463072,125719615,94538544,95,0,0,2.61,1.37,9150
(주)넥스트엔터테인먼트월드,160550,2018/12,17013595,-15539130,256522672,127429815,161222834,91,0,0,2.64,0.97,4385
(주)넥스트엔터테인먼트월드,160550,2019/12,11745804,-10736222,313341346,191470119,149180097,72,0,0,1.71,0.82,3970
(주)넥스틴,348210,2014/12,,,,,,,,,,,
(주)넥스틴,348210,2015/12,,,,,,,,,,,
(주)넥스틴,348210,2016/12,,,,,,,,,,,
(주)넥스틴,348210,2017/12,,,,,,,,,,,
(주)넥스틴,348210,2018/12,-10623781,-194792,19034408,15696205,12928806,,0,0,0,0,
(주)넥스틴,348210,2019/12,-13363883,-2480131,18466013,17027648,9393623,,0,0,0,0,
(주)넥슨게임즈,225570,2015/12,,,,,,,,,,,1995
(주)넥슨게임즈,225570,2016/12,,,,,,,,,,,1980
(주)넥슨게임즈,225570,2017/12,227978,,,,,329,0,0,17.21,7.13,2385
(주)넥슨게임즈,225570,2018/12,-12609485,,,,,407,0,0,152.57,15.56,7300
(주)넥슨게임즈,225570,2019/12,-30378570,,,,,488,0,0,9.38,3.94,7520
(주)넵튠,217270,2015/12,,,,,,1,,,,,2010
(주)넵튠,217270,2016/12,-4164872,-4132173,47885328,8943521,18335549,80,0,0,5.81,3.34,1635
(주)넵튠,217270,2017/12,34413324,42788451,110288332,27834362,20528450,107,53.83,3.87,22.61,1.62,14750
(주)넵튠,217270,2018/12,2452605,-38947228,129607837,60801263,18174243,92,0,0,4.23,1.91,10100
(주)넵튠,217270,2019/12,-19355575,-21396348,115667487,53664369,18037054,35,0,0,4.06,1.7,6720
(주)넷웨이브,047730,2010/12,4066390,345785,22393345,8596465,24526783,58,0,0,7.6,1.22,7390
(주)넷웨이브,047730,2011/12,-2592239,-6487282,17802947,6498462,15182741,63,0,0,13.63,0.79,578
(주)노랑풍선,104620,2011/12,,,,,,,,,,,
(주)노랑풍선,104620,2012/12,,,,,,,,,,,
(주)노랑풍선,104620,2013/12,,,,,,,,,,,
(주)노랑풍선,104620,2014/12,13799503,,,,,,0,0,0,0,
(주)노랑풍선,104620,2015/12,18025752,,,,,,0,0,0,0,
(주)노랑풍선,104620,2016/12,21993641,,,,,,0,0,0,0,
(주)노랑풍선,104620,2017/12,32557576,,,,,,0,0,0,0,
(주)노랑풍선,104620,2018/12,37214280,4305784,98461420,58294866,92775360,626,0,0,0,0,
(주)노랑풍선,104620,2019/12,34171581,-1846938,114981929,58771043,76779803,553,0,0,3.79,1.4,15450
(주)노루페인트,090350,2010/12,73202070,5908068,432876772,214326298,323598602,539,28.13,17.93,0.39,0.25,3305
(주)노루페인트,090350,2011/12,73993094,11337524,490240264,266161958,387059408,613,16.58,10.12,0.39,0.24,2970
(주)노루페인트,090350,2012/12,73798390,11337564,527545682,304840457,418644745,648,49.37,14.62,0.95,0.28,4555
(주)노루페인트,090350,2013/12,110058632,15000682,528887786,298242861,433477073,659,13.75,9.02,0.61,0.4,5110
(주)노루페인트,090350,2014/12,117361401,20723006,544220095,302961719,458147572,700,15.15,7.83,0.85,0.44,9050
(주)노루페인트,090350,2015/12,129421401,42089199,572890897,301690604,461646501,741,27.68,10.55,1.86,0.71,11150
(주)노루페인트,090350,2016/12,151262804,20653196,570582358,294128326,478935529,796,10.95,6.52,1.13,0.67,8550
(주)노루페인트,090350,2017/12,167266319,39844947,591817509,292787685,551409798,787,9.79,7.9,0.73,0.59,8680
(주)노루페인트,090350,2018/12,176440190,19141306,607444943,299639080,614726256,793,18.29,10.44,0.94,0.54,8230
(주)노루페인트,090350,2019/12,186949879,26710228,627342505,304973894,647452120,737,12.92,7.86,0.69,0.42,8150
(주)노루홀딩스,000320,2010/12,160634865,14591537,747944642,396218861,468484516,72,22.77,13.57,0.59,0.35,5950
(주)노루홀딩스,000320,2011/12,160361774,19437800,787102842,424350232,547974061,77,24.53,14.55,0.67,0.4,6870
(주)노루홀딩스,000320,2012/12,171287257,24764613,835907566,463959984,585634923,77,9.56,6.11,0.73,0.46,9000
(주)노루홀딩스,000320,2013/12,187528146,40441376,852424599,449973364,613234216,78,13.88,5.68,1.32,0.54,16350
(주)노루홀딩스,000320,2014/12,198641445,46546748,899883032,460041462,669995655,88,24.29,14.18,1.68,0.98,25100
(주)노루홀딩스,000320,2015/12,204037788,111852219,986460689,465095630,683481222,103,55.99,28.26,2.55,1.28,24500
(주)노루홀딩스,000320,2016/12,269833585,34889559,970205089,436688459,690144458,47,4.74,2.68,1.15,0.65,15600
(주)노루홀딩스,000320,2017/12,278417742,86727802,988648437,411127472,771302006,65,19.91,14.53,0.88,0.64,16100
(주)노루홀딩스,000320,2018/12,278622697,13748590,987142342,425647066,835993399,56,44.17,29.98,0.76,0.52,12250
(주)노루홀딩스,000320,2019/12,277636789,34608704,1007372302,439906013,884292309,55,54.38,37.7,0.65,0.45,12500
(주)노바렉스,194700,2010/12,,,,,,,,,,,
(주)노바렉스,194700,2011/12,,,,,,,,,,,
(주)노바렉스,194700,2012/12,4672923,,,,,,0,0,0,0,
(주)노바렉스,194700,2013/12,7367831,,,,,,0,0,0,0,
(주)노바렉스,194700,2014/12,11372604,,,,,,0,0,0,0,
(주)노바렉스,194700,2015/12,20426830,,,,,,0,0,0,0,
(주)노바렉스,194700,2016/12,28452014,10904830,60206630,15448738,77125931,,0,0,0,0,
(주)노바렉스,194700,2017/12,35986917,9557236,71798441,19460356,80853618,,0,0,0,0,
(주)노바렉스,194700,2018/12,43953732,11487308,106320975,27233449,107311222,227,18.83,10.22,2.54,1.38,15850
(주)노바렉스,194700,2019/12,57007353,17014607,154372405,62497188,159100863,271,16.43,8.68,2.71,1.43,20100
(주)노바텍,285490,2017/12,12072642,4419085,18441406,2566086,21284428,,,,,,
(주)노바텍,285490,2018/12,18789702,7274476,33247538,2109967,25883507,29,8.52,4.35,1.98,1.01,26150
(주)노바텍,285490,2019/12,24220056,6294631,39961029,6595420,26133499,35,30.82,12.73,4.29,1.77,19350
(주)노블엠앤비,106520,2010/12,7408682,1426386,38252648,23613477,26733160,,0,0,0,0,
(주)노블엠앤비,106520,2011/12,13191753,6826746,52638195,32725030,58378017,,0,0,0,0,
(주)노블엠앤비,106520,2012/12,21730633,9042495,91658984,48903292,85612148,260,9.14,5.46,2.1,1.25,16100
(주)노블엠앤비,106520,2013/12,36371254,21641893,129473218,68524469,153755286,332,9.08,4.66,2.48,1.27,14150
(주)노블엠앤비,106520,2014/12,28129123,-5166157,104172101,49147118,77158349,318,0,0,1.97,0.71,6970
(주)노블엠앤비,106520,2015/12,17467560,-15588746,161827043,75108646,70713722,306,0,0,10.47,1.54,10200
(주)노블엠앤비,106520,2016/12,-36593369,-48605007,124085655,56103630,63662855,446,0,0,5.54,1.35,3615
(주)노블엠앤비,106520,2017/12,-65185124,-28831926,118174546,57628292,60316673,193,0,0,2.16,0.55,1475
(주)노블엠앤비,106520,2018/12,-108383013,-41287785,110217014,73122628,64349679,192,0,0,4.74,1.09,802
(주)노블엠앤비,106520,2019/12,-121416170,-16875082,106373832,57087695,75340573,129,0,0,2.05,0.93,765
(주)노터스,278650,2016/12,4970050,2433061,19612430,11172990,11158444,,,,,,
(주)노터스,278650,2017/12,9567793,4700054,32721043,16158592,29339655,,0,0,0,0,
(주)노터스,278650,2018/12,12600072,4448908,43741174,22238822,37237436,,0,0,0,0,
(주)노터스,278650,2019/12,14876101,5374910,61530652,18508093,46039645,103,72.46,34.01,6.66,3.13,20550
(주)녹십자,006280,2010/12,314039915,146064294,768823264,219572294,793048919,1374,13.91,8.5,3.09,1.89,139000
(주)녹십자,006280,2011/12,349336529,86059431,860353832,230072794,767911771,1335,34.85,21.08,3.22,1.95,146000
(주)녹십자,006280,2012/12,387056742,73110468,954379520,269146206,811774313,1457,32.79,21.18,2.81,1.82,138500
(주)녹십자,006280,2013/12,446258038,91029843,1104264801,264856232,888168207,1546,26.28,18.97,2.31,1.67,124500
(주)녹십자,006280,2014/12,491584773,116651079,1330351374,409724547,975327106,1731,28.51,22.44,2.12,1.67,137000
(주)녹십자,006280,2015/12,588799245,128887370,1415128446,417424433,1047812247,1766,29.59,13.37,3.62,1.64,183000
(주)녹십자,006280,2016/12,630821026,79510723,1550614664,491603630,1197903918,1973,47.65,24.8,3.27,1.7,157000
(주)녹십자,006280,2017/12,672354723,72151715,1703581525,594868624,1287916286,1994,52.28,29.23,3.02,1.69,226000
(주)녹십자,006280,2018/12,710608305,50151257,1723409866,597203089,1334877810,2034,63.39,29.14,3.17,1.45,136000
(주)녹십자,006280,2019/12,704889247,-6141515,1959299528,775222803,1369709727,2040,156.93,95.64,1.95,1.19,132500
(주)녹십자엠에스,142280,2010/12,3181089,,,,,,0,0,0,0,
(주)녹십자엠에스,142280,2011/12,6762092,,,,,,0,0,0,0,
(주)녹십자엠에스,142280,2012/12,9053242,,,,,,0,0,0,0,
(주)녹십자엠에스,142280,2013/12,11532784,,,,,,0,0,0,0,
(주)녹십자엠에스,142280,2014/12,14891390,,,,,166,46.9,16.39,6.16,2.15,16900
(주)녹십자엠에스,142280,2015/12,15042715,258041,72607494,39648071,89298322,175,423.56,173.27,10.21,4.18,14300
(주)녹십자엠에스,142280,2016/12,12852883,-3087594,63605007,33298346,86162555,170,0,0,8,3.47,10950
(주)녹십자엠에스,142280,2017/12,10020029,-2128191,61564417,34147032,98389224,183,0,0,6.2,3.97,11850
(주)녹십자엠에스,142280,2018/12,-1463524,-9427725,63972829,47209354,86321905,189,0,0,13.57,4.98,12400
(주)녹십자엠에스,142280,2019/12,-16959572,-16350335,88866125,38096010,94085373,165,0,0,2.91,0.96,5250
(주)녹십자웰빙,234690,2016/12,7671792,,,,,,,,,,
(주)녹십자웰빙,234690,2017/12,11762103,,,,,,0,0,0,0,
(주)녹십자웰빙,234690,2018/12,15640387,,,,,,0,0,0,0,
(주)녹십자웰빙,234690,2019/12,19517619,,,,,204,31.87,20.44,2.29,1.47,10550
(주)녹십자홀딩스,005250,2010/12,410394618,161126346,4145127086,3303353758,842803462,85,41.19,24.41,1.24,0.74,116500
(주)녹십자홀딩스,005250,2011/12,413564940,93004786,4603216704,3707456322,817952804,90,469.91,35.71,15.07,1.15,14800
(주)녹십자홀딩스,005250,2012/12,439972392,44752152,1446337218,473509897,856575203,108,23.59,15.88,1.7,1.14,15350
(주)녹십자홀딩스,005250,2013/12,436746096,108706537,1624124363,524457217,938298393,112,55.52,35.95,1.62,1.05,12450
(주)녹십자홀딩스,005250,2014/12,444458077,140073109,1790874896,609807797,1044768160,113,63.19,30.52,2.28,1.1,20900
(주)녹십자홀딩스,005250,2015/12,448127668,156972798,2058661120,751282335,1132876997,170,172.55,53.85,5.68,1.77,41950
(주)녹십자홀딩스,005250,2016/12,461633557,99964017,2249277259,872266114,1354466206,184,95.96,36.15,4.65,1.75,23800
(주)녹십자홀딩스,005250,2017/12,467919426,96145770,2560695918,1121028362,1465489007,184,105.34,51.04,3.79,1.83,39250
(주)녹십자홀딩스,005250,2018/12,487859880,43188571,2628599972,1175483426,1548714795,202,111.48,52.56,3.82,1.8,25100
(주)녹십자홀딩스,005250,2019/12,503534407,-13760408,2773868507,1267272303,1524799074,195,48.04,30.99,2.33,1.51,22250
(주)녹원씨엔아이,065560,2010/12,2121679,173515,22801211,14912750,29602827,179,947.52,374.15,2.92,1.15,3355
(주)녹원씨엔아이,065560,2011/12,2679422,1013906,20810938,11316598,31094117,166,101.25,9.64,7.13,0.68,1350
(주)녹원씨엔아이,065560,2012/12,-4187101,-3543038,19329646,10855183,27705495,142,0,0,9.51,2.98,2215
(주)녹원씨엔아이,065560,2013/12,-8308173,-5419028,12655063,6785924,15090112,66,0,0,10.97,4.55,3070
(주)녹원씨엔아이,065560,2014/12,-11887973,-5007220,21914387,9257832,5068245,33,0,0,4.05,1.23,1870
(주)녹원씨엔아이,065560,2015/12,-25289573,-6522538,24796543,6541920,7329185,35,0,0,16.08,2.84,4525
(주)녹원씨엔아이,065560,2016/12,-36666964,-11030251,11148825,1400808,3875841,26,0,0,12.9,6.93,2530
(주)녹원씨엔아이,065560,2017/12,-12065889,2869055,114012404,65351147,22075102,17,0,0,3.95,0.65,8480
(주)녹원씨엔아이,065560,2018/12,9343734,10040374,125078941,48354289,76356153,107,62.98,34,3.08,1.66,9050
(주)녹원씨엔아이,065560,2019/12,-2438458,-7087680,103930553,35323798,62274838,86,0,0,2.6,1.36,5500
(주)농심,004370,2010/12,1360077539,183572924,2181583573,726800450,2082830180,4615,11.65,8.59,1.16,0.85,203500
(주)농심,004370,2011/12,1400123024,127782877,2270287656,751041558,2170883423,4556,19.59,14.08,1.18,0.85,232500
(주)농심,004370,2012/12,1363188213,25588062,2151310878,691971586,2175710560,4626,8678.8,5952.01,1.29,0.88,271500
(주)농심,004370,2013/12,1429623630,118060188,2215391017,698717861,2086651379,4657,23.78,15.07,1.5,0.95,251000
(주)농심,004370,2014/12,1463821254,97329800,2224132075,670659167,2041702670,4608,28.42,21.81,1.29,0.99,252500
(주)농심,004370,2015/12,1550784088,153524944,2418707598,772235674,2181623581,4916,23.92,11.99,1.73,0.87,439500
(주)농심,004370,2016/12,1713474119,233293200,2481287284,678899069,2217015272,4966,16.91,8.83,1.88,0.98,332500
(주)농심,004370,2017/12,1769737226,119433710,2449898373,608800458,2208260640,5004,28.75,21.91,1.28,0.98,354000
(주)농심,004370,2018/12,1815616897,112322317,2532286535,634536236,2236436215,5053,28.9,17,1.18,0.69,254500
(주)농심,004370,2019/12,1836791703,103491939,2653049875,712306478,2343942952,5183,34.54,23.46,1.04,0.7,240500
(주)농심홀딩스,072710,2010/12,218747455,68278745,955282042,280805744,301392449,6,35.09,27.86,0.67,0.53,58100
(주)농심홀딩스,072710,2011/12,222184881,47506933,989299514,289625957,323877236,5,23.75,17.21,0.6,0.44,50700
(주)농심홀딩스,072710,2012/12,226963021,17704701,968293002,273414816,314201314,5,21.42,16.27,0.6,0.46,60900
(주)농심홀딩스,072710,2013/12,234057437,49943292,1027316750,299357076,357018441,5,24.52,16.94,0.78,0.54,79000
(주)농심홀딩스,072710,2014/12,239317082,27569082,1034455583,294262159,387375241,6,41.64,24.26,1.19,0.69,104000
(주)농심홀딩스,072710,2015/12,241691270,51418351,1084728406,305194618,449116217,6,64.59,39.23,1.46,0.89,154000
(주)농심홀딩스,072710,2016/12,246227811,84316803,1171929234,330436838,497827569,6,60.84,33.58,1.6,0.89,120500
(주)농심홀딩스,072710,2017/12,259469586,47393508,1145342998,282061165,496615431,5,27.99,20.51,1.17,0.86,114500
(주)농심홀딩스,072710,2018/12,264051907,39037187,1194827993,298929772,543242596,6,39.64,21.84,1.01,0.56,69900
(주)농심홀딩스,072710,2019/12,265002037,39581797,1216468899,294369753,536687272,5,41.44,31.43,0.78,0.59,78500
(주)누리플랜,069140,2010/12,17648532,4454580,51889049,27011113,55095005,139,17.24,8.18,2.46,1.17,7620
(주)누리플랜,069140,2011/12,20920306,4197957,55711274,27524431,59455540,120,18.91,7.22,2.7,1.03,8800
(주)누리플랜,069140,2012/12,19257181,-1458945,55406833,27849266,45093612,102,0,0,2.23,1.04,6880
(주)누리플랜,069140,2013/12,16059846,-3710318,52322091,26027608,39376335,107,0,0,2.03,1.11,10650
(주)누리플랜,069140,2014/12,6378742,,,,,81,0,0,3.18,1.12,4190
(주)누리플랜,069140,2015/12,6960123,,,,,77,64.88,34.27,1.93,1.02,4915
(주)누리플랜,069140,2016/12,9089625,,,,,75,19.62,8.67,2.52,1.11,5890
(주)누리플랜,069140,2017/12,9120314,-71176,39137838,18211674,35622763,82,1515.46,741.86,2.23,1.09,4590
(주)누리플랜,069140,2018/12,9279224,1160257,47522740,25243144,47668330,82,120.96,55.64,2.17,1,6480
(주)누리플랜,069140,2019/12,5702364,-2758550,117532072,90172493,91289924,84,0,0,2.46,0.97,4790
(주)누리플렉스,040160,2010/12,7654114,-382170,97387765,33611500,72379499,130,0,0,3.7,1.68,6450
(주)누리플렉스,040160,2011/12,6102060,-118038,93391124,30770214,63302018,118,0,0,2,0.97,5500
(주)누리플렉스,040160,2012/12,-7508423,-10849236,83053715,31232603,48208331,99,0,0,2.74,1.4,5000
(주)누리플렉스,040160,2013/12,-833328,-941541,62246147,24156711,37449748,88,12.53,7.05,2.2,1.24,4580
(주)누리플렉스,040160,2014/12,1256011,1658367,63334994,23840938,38851721,92,42.35,24.93,2.18,1.28,4655
(주)누리플렉스,040160,2015/12,7554652,4592693,68765919,20326158,58420237,103,29.19,8.73,3.97,1.19,13700
(주)누리플렉스,040160,2016/12,14030655,5988389,81504821,26518539,51323868,175,28.3,14.52,3.87,1.99,9000
(주)누리플렉스,040160,2017/12,9323467,-4794334,139977165,90791623,117558807,142,0,0,2.87,2.1,10100
(주)누리플렉스,040160,2018/12,19764846,17361664,128568000,67596536,190385732,164,13.62,6.35,2.42,1.13,5620
(주)누리플렉스,040160,2019/12,27964409,10372736,128558142,60233414,147947451,152,10.81,6.43,1.44,0.85,5490
(주)누보,332290,2019/12,,,,,,1,,,,,2010
(주)뉴로메카,348340,2018/12,-14204195,,,,,,,,,,
(주)뉴로메카,348340,2019/12,-17196973,-2992778,15089875,4789109,7212477,,0,0,0,0,
(주)뉴보텍,060260,2010/12,-5980244,,,,,101,0,0,1.03,0.64,563
(주)뉴보텍,060260,2011/12,-9265116,,,,,90,0,0,2.3,0.58,395
(주)뉴보텍,060260,2012/12,-8725348,,,,,87,65.97,25.48,1.55,0.6,558
(주)뉴보텍,060260,2013/12,-8369137,,,,,92,99.59,41.65,1.96,0.82,555
(주)뉴보텍,060260,2014/12,-9060001,,,,,98,0,0,1.3,0.75,707
(주)뉴보텍,060260,2015/12,-8165159,,,,,97,76.68,18.3,4.68,1.12,1560
(주)뉴보텍,060260,2016/12,-7516973,,,,,104,276.83,52.73,10.5,2,4825
(주)뉴보텍,060260,2017/12,-8050169,,,,,124,0,0,8.01,2.59,1875
(주)뉴보텍,060260,2018/12,-9254039,,,,,109,0,0,4.76,1.59,1435
(주)뉴보텍,060260,2019/12,-7420030,,,,,141,30.76,15.27,2.06,1.02,1220
(주)뉴인텍,012340,2010/12,5194991,224166,62612046,34492912,56835516,146,96.88,58.44,4.34,2.62,2285
(주)뉴인텍,012340,2011/12,5679878,-317694,72038395,43549079,58341797,156,159.59,66.8,3.3,1.38,1850
(주)뉴인텍,012340,2012/12,-6699,-9063898,59766954,39103945,52010833,150,0,0,3.62,1.7,1150
(주)뉴인텍,012340,2013/12,-2875908,-3086289,58727393,40876753,55876597,150,0,0,3.43,2.11,1410
(주)뉴인텍,012340,2014/12,-4350183,-3299830,55236132,36551583,57446183,154,0,0,3.09,1.31,770
(주)뉴인텍,012340,2015/12,-4340475,-1656483,51501516,34278251,50090372,151,0,0,4.84,1.46,1920
(주)뉴인텍,012340,2016/12,-17536433,-9653746,44566833,25479844,47895458,143,0,0,4.83,2.39,1125
(주)뉴인텍,012340,2017/12,-21744303,-3572013,43898571,29154504,50296811,146,0,0,5.61,3.52,1050
(주)뉴인텍,012340,2018/12,-25127873,-3941089,42464348,28153135,50073204,146,0,0,4.82,2.08,815
(주)뉴인텍,012340,2019/12,-26463830,-1101245,49776532,22767099,54414657,142,0,0,3.87,0.73,1660
(주)뉴트리,270870,2017/12,5925593,2955677,23901055,16929418,60382904,,,,,,
(주)뉴트리,270870,2018/12,7704412,3958296,58916506,9962758,87218814,59,13.53,9.35,0.66,0.45,12200
(주)뉴트리,270870,2019/12,17337266,12298172,77528522,19081558,125146821,62,24.57,9.4,4.67,1.79,13950
(주)뉴파워프라즈마,144960,2010/12,,,,,,,,,,,
(주)뉴파워프라즈마,144960,2011/12,,,,,,,,,,,
(주)뉴파워프라즈마,144960,2012/12,,,,,,,,,,,
(주)뉴파워프라즈마,144960,2013/12,,,,,,,,,,,
(주)뉴파워프라즈마,144960,2014/12,39043965,6512209,67015496,22448694,35811514,,0,0,0,0,
(주)뉴파워프라즈마,144960,2015/12,47236592,9500942,81582531,27796201,50526095,,0,0,0,0,
(주)뉴파워프라즈마,144960,2016/12,58400674,13439327,127314768,27613025,67407272,308,13.55,8.05,1.58,0.94,22800
(주)뉴파워프라즈마,144960,2017/12,75513234,22859117,140509864,20524886,104494422,358,14.06,8.68,2.26,1.4,26100
(주)뉴파워프라즈마,144960,2018/12,86455169,15817561,143552780,13745737,73411628,288,19.92,6.87,2.13,0.73,11950
(주)뉴파워프라즈마,144960,2019/12,92571740,5832227,150094736,14946111,60165999,293,32.64,5.28,1.5,0.24,4235
(주)뉴프렉스,085670,2010/12,19090746,-1606271,80073519,43496530,71160657,303,0,0,2.58,0.72,2270
(주)뉴프렉스,085670,2011/12,19322558,-809822,83199584,47446196,69161654,324,116.4,43.5,1.01,0.38,1585
(주)뉴프렉스,085670,2012/12,20345207,1950870,94612900,56703297,115200892,348,48.62,15.37,1.66,0.52,4720
(주)뉴프렉스,085670,2013/12,16817212,-3472960,101628162,67131365,135289597,394,0,0,2.66,0.93,2910
(주)뉴프렉스,085670,2014/12,18677207,2248316,101289139,64613704,137800531,470,20.82,9.69,1.17,0.54,2075
(주)뉴프렉스,085670,2015/12,17115776,-2567716,120349410,79570002,120624038,482,0,0,1.33,0.49,2725
(주)뉴프렉스,085670,2016/12,15027119,-3107577,107094374,67234424,145216489,396,0,0,1.7,0.6,3955
(주)뉴프렉스,085670,2017/12,17337506,5127704,118913434,72407960,152715761,443,34.09,16.63,2,0.98,5090
(주)뉴프렉스,085670,2018/12,24153392,8740470,144998447,84153839,195502399,497,18.21,5.93,2.14,0.7,2870
(주)뉴프렉스,085670,2019/12,16979939,-11137955,137433890,87756530,128250921,375,0,0,1.58,0.64,2125
(주)다날,064260,2010/12,19374332,-1178177,224740414,150825221,84239177,127,75.3,38.93,6.06,3.14,12900
(주)다날,064260,2011/12,25594130,-6343988,223474540,152854091,93496730,135,41.65,15.79,3.17,1.2,7930
