회사명,거래소코드,회계년도,이익잉여금(결손금)(*)(IFRS)(천원),법인세비용차감전순이익(손실)(IFRS)(천원),자산(*)(IFRS)(천원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),합계_기말인원(명),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),종가(원)
(주)아이티엠반도체,084850,2013/12,25563228,7089734,121747738,84047408,102279862,,0,0,0,0,
(주)아이티엠반도체,084850,2014/12,21729307,-4142570,187476569,120633109,155888864,,0,0,0,0,
(주)아이티엠반도체,084850,2015/12,8528433,4432031,195393630,137996043,169761060,,0,0,0,0,
(주)아이티엠반도체,084850,2016/12,-16805794,-25522907,177791499,134173091,142936843,,0,0,0,0,
(주)아이티엠반도체,084850,2017/12,-15407731,-110046,192700794,142306201,176981296,,0,0,0,0,
(주)아이티엠반도체,084850,2018/12,-878532,16549105,234197899,135027704,219594049,,0,0,0,0,
(주)아이티엠반도체,084850,2019/12,35070303,46761201,395101942,135179706,395351385,255,21.16,11.07,3.04,1.59,42450
(주)아이패밀리에스씨,114840,2010/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2011/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2012/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2013/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2014/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2015/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2016/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2017/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2018/12,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2019/12,,,,,,,,,,,
(주)아이팩토리,053810,2010/12,-27659457,-37147434,78671028,52949230,88793697,282,0,0,3.62,0.98,1400
(주)아이팩토리,053810,2011/12,-38338287,-8685294,71024111,51268909,59096470,200,0,0,2.8,1.35,1260
(주)아이팩토리,053810,2012/12,-57284582,-17799427,50482246,48262935,23547880,138,0,0,40.4,4.16,178
(주)아이팩토리,053810,2013/12,-54521840,-7813651,58729097,43994169,36218489,94,0,0,0.79,0.1,1085
(주)아이팩토리,053810,2014/12,-71892342,-17494624,50773483,41054037,14869267,23,0,0,12.2,1.8,406
(주)아이팩토리,053810,2015/12,-48030818,1410720,44717013,26723561,10912751,19,0,0,29.34,0.67,10100
(주)아인스엠앤엠,040740,2010/12,-69845,-5801907,72000122,42104791,44707749,81,0,0,5.48,2.41,1295
(주)아인스엠앤엠,040740,2011/12,-58859914,-55374469,21838203,48558192,16132885,,0,0,0,0,265
(주)아즈텍더블유비이,032080,2010/12,45547061,8999976,91624118,33922197,46928343,133,3.39,1.93,0.49,0.28,1665
(주)아즈텍더블유비이,032080,2011/12,52161649,7943888,122469317,55142134,59150079,139,7.39,3.12,0.83,0.35,2050
(주)아즈텍더블유비이,032080,2012/12,55982143,5597992,103244216,28796192,50466598,126,23.31,6.81,1.44,0.42,2245
(주)아즈텍더블유비이,032080,2013/12,52653672,-3883577,83024906,11473404,49026276,128,0,0,0.6,0.38,1870
(주)아즈텍더블유비이,032080,2014/12,54583757,2175338,87283599,13072204,47574966,130,22.24,10.95,0.6,0.29,2015
(주)아즈텍더블유비이,032080,2015/12,56541310,4531910,87781842,10689183,52180744,133,14.27,8.24,0.72,0.41,2890
(주)아즈텍더블유비이,032080,2016/12,58980278,5252214,93020451,5743069,52568059,129,25.19,10.45,1.27,0.53,4235
(주)아즈텍더블유비이,032080,2017/12,57589892,-838697,101593818,13897086,34436524,122,0,0,1.04,0.42,1970
(주)아즈텍더블유비이,032080,2018/12,61818867,4437416,105938029,15259752,47006133,113,13.35,7.27,0.59,0.32,1760
(주)아즈텍더블유비이,032080,2019/12,65560738,5643088,117389875,22039542,44574103,113,9.92,7.22,0.5,0.36,1855
(주)아진엑스텍,059120,2010/12,3639622,1329794,15849203,8921912,19333457,,0,0,0,0,
(주)아진엑스텍,059120,2011/12,6213411,2787777,19508847,9646215,20531699,,0,0,0,0,
(주)아진엑스텍,059120,2012/12,8852387,2958114,22201747,9694601,17512018,,0,0,0,0,
(주)아진엑스텍,059120,2013/12,12075285,3334675,25763801,10028218,18912608,74,0,0,0,0,
(주)아진엑스텍,059120,2014/12,14538072,3093577,29326634,4162893,20118213,84,15.82,6.88,2.09,0.91,4240
(주)아진엑스텍,059120,2015/12,15810009,1305724,28002873,3192852,18034376,81,31.22,16.07,2.02,1.04,6270
(주)아진엑스텍,059120,2016/12,17426400,982341,41100358,13883501,17565366,77,68.62,28.67,3.33,1.39,7650
(주)아진엑스텍,059120,2017/12,22421630,7263250,46145660,6765339,30704497,81,13.17,6.15,2.25,1.05,13450
(주)아진엑스텍,059120,2018/12,24889951,5063795,46712263,3329384,26576021,81,26.39,8.39,2.92,0.93,7690
(주)아진엑스텍,059120,2019/12,25809713,2371851,48167634,4817198,20619941,83,31.57,16.84,1.87,1,7650
(주)아큐텍,013780,2010/12,-5862294,-390989,31851300,20254925,20507377,88,0,0,1.94,1.03,1610
(주)아큐텍,013780,2011/12,-15570446,-8951016,23606223,19731622,13957567,77,0,0,8.41,1.08,569
(주)아큐텍,013780,2012/12,-6445054,-7483550,22195252,18207514,5951779,58,0,0,-12.47,-1.36,731
(주)아톤,158430,2013/12,5767697,390672,9640359,2240746,17751313,,0,0,0,0,
(주)아톤,158430,2019/12,-4193022,-10626244,55935145,10943046,28938772,92,0,0,3.29,1.86,30050
(주)아프리카티비,067160,2010/12,15329542,8752731,88406734,31734878,78579073,336,20.42,15.04,2.68,1.98,7190
(주)아프리카티비,067160,2011/12,15382273,1307226,56106490,29451698,45872374,211,79.39,37.97,3.44,1.65,7900
(주)아프리카티비,067160,2012/12,3644416,2335045,56622824,24618844,49094598,283,69.78,30.49,5.84,2.55,7280
(주)아프리카티비,067160,2013/12,3750144,965030,57424961,20535930,47373552,277,130.54,60.44,4.47,2.07,9180
(주)아프리카티비,067160,2014/12,6188056,3794982,62829985,19133386,49919902,291,99.15,26.69,9.33,2.51,26750
(주)아프리카티비,067160,2015/12,12241574,8443692,70877466,19560270,62368597,386,56.64,26.65,9.27,4.36,28000
(주)아프리카티비,067160,2016/12,23211930,15695264,89753460,25695060,78984486,437,28.61,15.91,6.32,3.51,24650
(주)아프리카티비,067160,2017/12,33177543,16547885,107453290,32746592,94003216,470,21.89,13.44,4.14,2.54,19200
(주)아프리카티비,067160,2018/12,51695744,27538456,156547288,58976257,120649540,443,28.33,9.49,6.99,2.34,39400
(주)아프리카티비,067160,2019/12,76765407,36898086,217039521,94586661,154983900,518,32.21,13.7,8.5,3.62,68900
(주)안랩,053800,2010/12,73667712,12104431,157702712,25047881,69776336,571,19.69,11.17,2.43,1.38,18950
(주)안랩,053800,2011/12,81788355,9985685,174432069,41031308,98789234,686,124.43,13.85,11.63,1.29,139000
(주)안랩,053800,2012/12,93047067,16485836,186424656,41537960,126756869,859,113.94,22.11,12.09,2.35,44750
(주)안랩,053800,2013/12,95197879,6588289,187222355,39668580,133413813,865,170.25,77.2,6.52,2.96,61600
(주)안랩,053800,2014/12,98931445,6805778,187875137,36275457,132879812,876,128.34,63.69,4.54,2.25,36000
(주)안랩,053800,2015/12,107867209,13225065,193720594,33085626,132314221,926,81.42,31.09,6.04,2.31,81200
(주)안랩,053800,2016/12,117995816,16070442,213794704,42848639,140810131,1002,64.75,31.93,5.76,2.84,57800
(주)안랩,053800,2017/12,128431264,18927647,222453370,39412992,147618546,1056,90.29,26.35,8.55,2.5,53700
(주)안랩,053800,2018/12,140913551,24080275,242051757,48900109,156550808,1133,40.63,17.57,4.83,2.09,46400
(주)안랩,053800,2019/12,152026618,21320052,256804581,52539867,163005453,1187,36.84,23.07,3.6,2.26,65500
(주)안트로젠,065660,2014/12,-5832174,-1415653,14466076,1505242,1834280,,0,0,0,0,
(주)안트로젠,065660,2015/12,-5805440,-58309,18487653,1848346,3532248,28,0,0,0,0,
(주)안트로젠,065660,2016/12,-5552913,371660,35427915,1404085,4896068,31,849.53,350.16,10.19,4.2,23700
(주)안트로젠,065660,2017/12,-4848880,738764,60298401,11529913,5357319,38,500.15,189.93,8.23,3.13,46000
(주)안트로젠,065660,2018/12,-8028960,-932520,101441141,45368412,3607167,42,0,0,35.69,7.16,70700
(주)안트로젠,065660,2019/12,-12229982,-4049845,84593765,16200116,4147568,50,0,0,12.96,3.88,42900
(주)알덱스,025970,2010/12,-119144954,-53392438,62498176,11833739,51971885,78,0,0,2.16,1.03,440
(주)알로이스,271400,2015/12,,,,,,,,,,,
(주)알로이스,271400,2016/12,,,,,,,,,,,
(주)알로이스,271400,2017/12,,,,,,22,,,,,
(주)알로이스,271400,2018/12,3789273,2208127,9940354,2943149,21821897,25,0,0,0,0,
(주)알로이스,297570,2018/12,,,,,,2,,,,,2350
(주)알로이스,297570,2019/12,-237603,-3744342,21853390,5331079,30188225,28,0,0,5.07,2.25,2400
(주)알루코,001780,2010/12,76748304,14052367,294086888,149914901,270738834,274,30.95,12.48,2.55,1.03,5030
(주)알루코,001780,2011/12,71632214,-2500376,313941542,174885646,239732553,343,0,0,2.52,0.89,2645
(주)알루코,001780,2012/12,63585791,-7702947,343724465,204765304,220020514,290,0,0,1.41,0.77,2030
(주)알루코,001780,2013/12,64701986,3332765,345783811,203686344,256476559,263,201.01,108.89,1.35,0.73,1995
(주)알루코,001780,2014/12,70473482,8179733,340956232,198602942,246303198,257,31.2,16.18,1.43,0.74,3020
(주)알루코,001780,2015/12,86209353,17636513,338779061,164840817,274375467,316,37.4,12.09,3.6,1.16,7060
(주)알루코,001780,2016/12,99866042,22351220,334451787,127890947,284837755,271,38.23,16,3.43,1.43,5350
(주)알루코,001780,2017/12,107876624,13853154,348182986,133611563,228950568,299,42.63,22.99,2.18,1.18,3440
(주)알루코,001780,2018/12,117074101,23208919,394815945,171046742,230339170,285,31.58,12.05,2.03,0.77,2795
(주)알루코,001780,2019/12,96073064,-19627111,376568313,168865205,223429536,280,0,0,1.18,0.72,2745
(주)알비더블유,361570,2017/12,,,,,,,,,,,
(주)알비더블유,361570,2018/12,,,,,,,,,,,
(주)알비더블유,361570,2019/12,3794443,2954151,33408095,27953022,26248896,,0,0,0,0,
(주)알앤엘바이오,003190,2010/12,-95693978,-26905322,164297084,111452757,31275512,152,0,0,9.68,3.59,2530
(주)알앤엘바이오,003190,2011/12,-117149138,-19926395,211376544,160237842,52155461,156,0,0,14.56,3.04,4975
(주)알앤엘바이오,003190,2012/12,-172327433,-54150377,195947326,153858135,41351258,183,0,0,15.02,7.63,3365
(주)알에프세미,096610,2010/12,24093238,7720929,47376228,13272944,29134548,250,11.63,6.58,2.46,1.39,11050
(주)알에프세미,096610,2011/12,30832736,9200737,61344243,20501461,37067699,264,16.13,8.19,3.27,1.66,9100
(주)알에프세미,096610,2012/12,35082503,5406377,70069133,24976584,42588985,225,23.3,14.8,2.67,1.69,12000
(주)알에프세미,096610,2013/12,40039215,6250531,79743894,29694633,52293976,404,23.89,13.4,2.88,1.62,10000
(주)알에프세미,096610,2014/12,41968889,2762007,87690774,35711839,55823356,385,32.52,21.03,1.72,1.12,7600
(주)알에프세미,096610,2015/12,44212646,2654210,88822472,34599781,57217251,381,30.84,18.5,1.63,0.98,7470
(주)알에프세미,096610,2016/12,45134112,1660761,90146801,35002642,60033005,413,68.07,36.75,2.07,1.12,8880
(주)알에프세미,096610,2017/12,44141090,-1459575,96051216,41900080,60373884,411,0,0,1.66,1.03,6370
(주)알에프세미,096610,2018/12,45058148,-55296,107103978,51913001,52083203,425,142.37,68.03,1.44,0.69,5670
(주)알에프세미,096610,2019/12,42418849,-2661835,105031599,52479922,41430968,375,0,0,1.6,0.8,5460
(주)알에프텍,061040,2010/12,44402766,8367262,89934361,21867315,116986989,185,17.83,7.38,1.59,0.66,5080
(주)알에프텍,061040,2011/12,50520523,10164541,115300762,40867642,142082576,246,9.17,3.46,1.05,0.4,3565
(주)알에프텍,061040,2012/12,67465680,24300020,139911696,48601416,275375590,326,7.94,1.92,1.79,0.43,12200
(주)알에프텍,061040,2013/12,74722876,10670071,145665903,46833677,239263269,324,25.95,11.95,2.29,1.05,10750
(주)알에프텍,061040,2014/12,79041739,5209719,163647176,60496087,212502533,295,31.27,10.7,1.44,0.49,7270
(주)알에프텍,061040,2015/12,85613705,8501800,153683212,30177375,206223584,274,19.49,9.75,1.11,0.55,8120
(주)알에프텍,061040,2016/12,83558938,-1557980,149594458,29097114,159514610,257,0,0,1.39,0.74,5040
(주)알에프텍,061040,2017/12,71134252,-16123936,152284034,43462458,133329132,242,0,0,1.47,0.84,4850
(주)알에프텍,061040,2018/12,60195376,-5010037,124079133,29292042,115379924,228,0,0,1.39,0.8,6590
(주)알에프텍,061040,2019/12,45882505,-18569715,191326521,98688628,130548771,275,0,0,2.35,1.26,7960
(주)알엔투테크놀로지,148250,2011/12,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2012/12,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2013/12,,,,,,69,,,,,
(주)알엔투테크놀로지,148250,2014/12,7876775,1913514,18912840,7751713,10058274,65,0,0,0,0,
(주)알엔투테크놀로지,148250,2015/12,9541117,1988221,21886559,5708244,10255885,80,0,0,0,0,
(주)알엔투테크놀로지,148250,2016/12,10586719,1185684,27140499,6132998,12040103,99,62.84,21.85,4.31,1.5,5430
(주)알엔투테크놀로지,148250,2017/12,11011871,631813,35450020,14017367,14390958,128,101.03,42.45,4.19,1.76,8340
(주)알엔투테크놀로지,148250,2018/12,11692666,882780,38868023,16754574,17281800,157,93.16,52.88,4.55,2.58,9000
(주)알엔투테크놀로지,148250,2019/12,12339595,1142258,50518526,18848781,20964927,179,116.07,66.34,3.49,1.99,10600
(주)알체라,347860,2019/12,-17661684,-11415985,12249163,1132509,3291179,,,,,,
(주)알테오젠,196170,2013/12,3150716,1527227,8330921,2376622,5527341,,,,,,
(주)알테오젠,196170,2014/12,3977365,653096,37768174,2132540,6892300,29,163.79,124.2,3.81,2.89,25150
(주)알테오젠,196170,2015/12,5131493,991012,39141975,834294,4628878,39,305.39,124.1,9.24,3.76,39700
(주)알테오젠,196170,2016/12,1854680,-4418637,46805862,1509929,2334238,47,0,0,6.92,3.63,32750
(주)알테오젠,196170,2017/12,-5958272,-7493933,41274016,1725743,2469485,52,0,0,7.76,3.08,22200
(주)알테오젠,196170,2018/12,-12316509,-5343406,67081671,1003671,1298358,57,0,0,8.85,3.48,28600
(주)알테오젠,196170,2019/12,-10562398,1773168,79536561,8407840,13322561,67,608.12,161.09,15.1,4,66900
(주)알톤스포츠,123750,2010/12,,,,,,,,,,,1080
(주)알톤스포츠,123750,2011/12,17512179,1754667,64876657,26098917,40945418,100,57.96,7.68,1.73,0.23,5270
(주)알톤스포츠,123750,2012/12,19935738,4399281,56896446,16687000,53691948,113,18.59,12.85,1.53,1.05,5580
(주)알톤스포츠,123750,2013/12,20846343,2299899,60200819,17000177,51414187,111,40.82,25.07,1.63,1,4980
(주)알톤스포츠,123750,2014/12,24713475,5774284,67330408,16390334,58599042,119,44.43,11.56,4.12,1.07,9980
(주)알톤스포츠,123750,2015/12,19634145,-4662145,54333363,7684673,55232820,148,0,0,3.83,1.35,6000
(주)알톤스포츠,123750,2016/12,16264827,-4222779,66162908,17727234,52367346,134,0,0,2.31,1.06,5190
(주)알톤스포츠,123750,2017/12,-2916400,-18690051,49029050,19593099,42617058,123,0,0,2.71,1.26,3335
(주)알톤스포츠,123750,2018/12,-4432529,-1206312,48302262,20360165,46501941,119,0,0,2.91,1.42,3860
(주)알톤스포츠,123750,2019/12,-18264936,-13797205,24581097,10471406,29226026,83,0,0,4.14,1.11,1245
(주)알티캐스트,085810,2010/12,7897166,3950707,57708882,36572957,51688366,,0,0,0,0,
(주)알티캐스트,085810,2011/12,14535485,6741728,66327645,38598977,62486856,,0,0,0,0,
(주)알티캐스트,085810,2012/12,18530407,4567102,94412340,57626999,65274786,,0,0,0,0,
(주)알티캐스트,085810,2013/12,34487128,18290953,107862414,21519199,73675699,319,9.93,7.92,2.04,1.63,9220
(주)알티캐스트,085810,2014/12,46395219,16280359,109740651,13038644,77137145,317,21.14,13.04,3.22,1.99,9950
(주)알티캐스트,085810,2015/12,44083805,-1416661,108756963,13160212,62392713,328,297.29,127.43,2.77,1.19,5320
(주)알티캐스트,085810,2016/12,46390427,2504461,103803105,7877187,59423299,335,87.8,54.62,1.52,0.94,4470
(주)알티캐스트,085810,2017/12,48453843,3343357,106331567,10909084,62148556,292,45.95,31.66,1.34,0.92,4975
(주)알티캐스트,085810,2018/12,40141598,3024094,101835049,12676956,64731260,330,0,0,1.7,0.73,3095
(주)알티캐스트,085810,2019/12,14160761,-17972624,95090420,30266600,39938134,166,0,0,1.25,0.63,2010
(주)알파홀딩스,117670,2010/12,15321675,5447319,40700734,16774865,35995681,63,16.17,10.18,3.14,1.98,13900
(주)알파홀딩스,117670,2011/12,16897086,2698069,39078151,13576870,22201991,71,42.72,11.52,3.93,1.06,10750
(주)알파홀딩스,117670,2012/12,19424558,3593806,41347869,13319117,32223368,70,40.38,9.44,4.65,1.09,4620
(주)알파홀딩스,117670,2013/12,22304200,4341567,38372719,7464324,31734810,90,14.26,9.35,1.82,1.19,4615
(주)알파홀딩스,117670,2014/12,25938116,5241693,67392982,32850671,38137646,98,13.7,7.96,1.89,1.1,6530
(주)알파홀딩스,117670,2015/12,26005252,1996448,66699507,32962623,50827475,122,23.66,11.27,2.13,1.02,6940
(주)알파홀딩스,117670,2016/12,-17059625,-43876550,73886717,28780433,56641148,99,0,0,4.19,1.5,9750
(주)알파홀딩스,117670,2017/12,555085,-6849533,67409488,20075561,69674265,105,0,0,4.75,2.27,11750
(주)알파홀딩스,117670,2018/12,-5809595,-5018303,105442123,54480370,83041188,122,0,0,10.11,2.38,11500
(주)알파홀딩스,117670,2019/12,552774,-13895852,133776939,69978726,70084692,96,0,0,3.03,1.28,6820
(주)압타머사이언스,291650,2016/12,,,,,,,,,,,
(주)압타머사이언스,291650,2017/12,,,,,,,,,,,
(주)압타머사이언스,291650,2018/12,-25951146,-7344671,10988751,29250065,276497,,0,0,0,0,
(주)압타머사이언스,291650,2019/12,-29896982,-3852555,8320868,1379907,407591,,0,0,0,0,
(주)애니플러스,310200,2018/12,,,,,,,,,,,2045
(주)애니플러스,310200,2019/12,,,,,,32,,,,,2030
(주)애드바이오텍,179530,2013/12,,,,,,,,,,,
(주)애드바이오텍,179530,2014/12,,,,,,,,,,,
(주)애드바이오텍,179530,2018/12,,,,,,,,,,,
(주)애드바이오텍,179530,2019/12,,,,,,56,,,,,
(주)액션스퀘어,205500,2014/12,,,,,,1,,,,,2000
(주)액션스퀘어,205500,2015/12,917710,-8408763,35883611,7241034,6663082,107,0,0,16.64,7.38,1710
(주)액션스퀘어,205500,2016/12,-7823773,-10910744,28514117,4826562,3958085,183,0,0,59.88,6.76,7790
(주)액션스퀘어,205500,2017/12,-20368511,-10783835,24636039,11442823,9402123,207,0,0,17.98,10.3,6400
(주)액션스퀘어,205500,2018/12,-31468851,-11100340,20926474,9009762,7471298,210,0,0,32.31,4.43,1760
(주)액션스퀘어,205500,2019/12,-39653578,-8184727,30870534,9865483,7200905,33,0,0,5.52,1.42,1295
(주)액토즈소프트,052790,2010/12,50987478,17755513,113510764,34571493,103110482,340,30.56,14.57,2.27,1.08,10450
(주)액토즈소프트,052790,2011/12,62720363,20904573,125422865,33361157,98798904,112,18.53,6.92,2.37,0.88,13000
(주)액토즈소프트,052790,2012/12,72700965,17390909,226660423,122499037,82359263,126,44.14,12.39,4.27,1.2,37200
(주)액토즈소프트,052790,2013/12,87548954,21167341,221846069,25763034,113863410,159,50.1,19.07,3.86,1.47,28950
(주)액토즈소프트,052790,2014/12,24161541,-58898173,159210975,24935927,78950049,169,0,0,3.96,1.91,33500
(주)액토즈소프트,052790,2015/12,37216627,21986930,159627155,12518819,48873964,35,58.66,24.59,5.15,2.16,31250
(주)액토즈소프트,052790,2016/12,8831515,-25634226,140470575,21454647,36063675,35,0,0,3.04,1.08,13350
(주)액토즈소프트,052790,2017/12,9495191,3630214,150265224,31196711,34798015,97,452.97,223.85,2.46,1.21,17200
(주)액토즈소프트,052790,2018/12,-18380985,-29826246,117710189,28626191,24386489,123,0,0,3.06,0.96,9500
(주)액토즈소프트,052790,2019/12,7976024,30207508,165726567,53211563,55683567,141,7.19,4.32,1.68,1.01,12500
(주)액트로,290740,2016/12,5334085,2691534,25998432,18360138,15458945,,,,,,
(주)액트로,290740,2017/12,10610508,6809626,46119000,18113057,50658817,,0,0,0,0,
(주)액트로,290740,2018/12,30633999,24035193,85806816,15754913,67135255,47,3.93,1.96,1.16,0.58,13150
(주)액트로,290740,2019/12,37365329,9211781,87495654,10415967,47107733,59,23.11,9.22,2.7,1.08,14600
(주)앤디포스,238090,2011/12,,,,,,,,,,,
(주)앤디포스,238090,2012/12,,,,,,,,,,,
(주)앤디포스,238090,2013/12,,,,,,,,,,,
(주)앤디포스,238090,2014/12,5427155,4871629,25167375,13741345,46416672,,0,0,0,0,
(주)앤디포스,238090,2015/12,18456256,16459233,34925025,10468769,57457562,,0,0,0,0,
(주)앤디포스,238090,2016/12,31321489,18053208,88789864,8287322,70582568,92,7.56,4.34,1.52,0.87,13500
(주)앤디포스,238090,2017/12,33332007,9938432,92726264,12209683,52344188,98,29.12,14.77,3.08,1.56,7950
(주)앤디포스,238090,2018/12,21845069,-6207090,118791037,34209796,44246149,94,0,0,4.46,0.88,14500
(주)앤디포스,238090,2019/12,22275917,2256989,180062104,66596960,56931775,105,512.38,116.16,8.4,1.91,4455
(주)앤씨앤,092600,2010/12,38113815,10261464,58832824,9963985,50367549,133,14.09,5.56,3.39,1.34,23250
(주)앤씨앤,092600,2011/12,43493197,5099500,74336180,9103759,45830370,139,54.37,14.84,5.75,1.57,11500
(주)앤씨앤,092600,2012/12,45626432,822474,77728948,10085087,53108560,129,57.03,26.39,2.86,1.32,6910
(주)앤씨앤,092600,2013/12,26366301,-13916010,57558696,9056617,36693560,121,0,0,2.04,0.71,2845
(주)앤씨앤,092600,2014/12,24592968,-1907041,56145766,9271730,35866618,100,0,0,1.38,0.75,3250
(주)앤씨앤,092600,2015/12,33328954,8804943,65823023,10122190,63174936,109,12.28,4.87,1.99,0.79,5860
(주)앤씨앤,092600,2016/12,34432034,2024268,63671211,6727790,60989966,120,57.38,28.86,2.07,1.04,6980
(주)앤씨앤,092600,2017/12,30088628,-4411427,58644204,5830735,41222922,127,0,0,3.51,1.42,6700
(주)앤씨앤,092600,2018/12,18715583,-11332739,52426532,10340237,30033773,129,0,0,3.57,1.71,8140
(주)앤씨앤,092600,2019/12,22457998,-2162150,78739999,21429860,75197020,78,40.63,8.73,2.69,0.58,2200
(주)앱코,129890,2016/12,,,,,,,,,,,
(주)앱코,129890,2017/12,,,,,,,,,,,
(주)앱코,129890,2018/12,,,,,,,,,,,
(주)앱코,129890,2019/12,7955177,4185840,57164429,46951551,84270937,,0,0,0,0,
(주)야스,255440,2011/12,6150453,5309045,34546704,13559393,27784283,,,,,,
(주)야스,255440,2012/12,10253699,4492691,43550471,18443131,33202283,,0,0,0,0,
(주)야스,255440,2013/12,17849338,7953714,56966956,24243235,66221181,,0,0,0,0,
(주)야스,255440,2014/12,18993446,1068772,52479099,18493569,30034099,,0,0,0,0,
(주)야스,255440,2015/12,20113185,1187094,57904733,22557022,31990370,,0,0,0,0,
(주)야스,255440,2016/12,32243626,14280552,81082802,31898849,82981673,,0,0,0,0,
(주)야스,255440,2017/12,48484438,18252430,125982691,19309767,86244464,213,22.42,11.14,3.47,1.73,27250
(주)야스,255440,2018/12,84511419,45882337,236987042,96642269,184507976,250,10.6,5.41,2.75,1.4,15600
(주)야스,255440,2019/12,94361777,19501816,212394252,61760225,86643451,259,23.25,11.2,2.57,1.24,19650
(주)어반리튬,073570,2010/12,17262751,647926,97435961,41573918,79793456,35,85.33,36.09,1.84,0.78,4000
(주)어반리튬,073570,2011/12,13015811,-3952106,75918528,26311619,52230213,31,0,0,1.34,0.43,2190
(주)어반리튬,073570,2012/12,-3456582,-16077994,64046496,29099401,21961327,60,0,0,1.15,0.45,1400
(주)어반리튬,073570,2013/12,-14184203,-10736965,49173513,25157555,16547458,61,0,0,1.1,0.71,1350
(주)어반리튬,073570,2014/12,-34345039,-23246599,34784838,31080885,118448729,168,0,0,6.88,3.3,1325
(주)어반리튬,073570,2015/12,-33950045,-1727563,22525573,7224401,15165610,104,0,0,2.95,0.69,1740
(주)어반리튬,073570,2016/12,-11408853,-12004845,34344539,22260161,4764944,79,0,0,4.56,1.3,1330
(주)어반리튬,073570,2017/12,-9740380,-9273721,26873064,3514646,10064001,18,0,0,6.99,0.62,6190
(주)어반리튬,073570,2018/12,-15887299,-15306267,50482764,15199151,4081422,11,0,0,3.73,1.45,6680
(주)어반리튬,073570,2019/12,1484888,1697603,52816652,14649816,24052132,49,127.73,50.5,4.93,1.95,9550
(주)어스앤에어로스페이스,263540,2012/12,,,,,,,,,,,
(주)어스앤에어로스페이스,263540,2013/12,,,,,,,,,,,
(주)어스앤에어로스페이스,263540,2014/12,,,,,,,,,,,
(주)어스앤에어로스페이스,263540,2015/12,4713543,1387955,31379816,16454874,27521966,,0,0,0,0,
(주)어스앤에어로스페이스,263540,2016/12,6428230,2225657,36431963,16294389,28814071,,0,0,0,0,
(주)어스앤에어로스페이스,263540,2017/12,7091577,730712,61475210,19735521,30086064,229,92.56,52.89,1.67,0.96,8140
(주)어스앤에어로스페이스,263540,2018/12,5032561,-4101543,70479383,30936381,31186869,244,0,0,1.99,0.72,4200
(주)어스앤에어로스페이스,263540,2019/12,-32903820,-30446869,41897759,38878489,26308494,237,0,0,96.95,10.95,7140
(주)얼라인드제네틱스,238120,2015/12,-3497109,-250017,6960100,791522,3869873,,,,,,
(주)얼라인드제네틱스,238120,2016/12,-5100545,-1258639,26060933,1472145,4478562,57,0,0,3.41,1.72,17050
(주)얼라인드제네틱스,238120,2017/12,-6182737,-1119306,25187654,1516715,4975639,52,0,0,2.89,1.8,12450
(주)얼라인드제네틱스,238120,2018/12,-8685649,-2316206,23054467,1886440,4876003,44,0,0,4.1,1.99,13100
(주)얼라인드제네틱스,238120,2019/12,-8862610,-135016,24461132,3470067,6607194,42,0,0,3.07,1.72,13550
(주)에너토크,019990,2010/12,15822843,5908322,25646801,3747651,27028873,90,26.39,10.56,6.07,2.43,9040
(주)에너토크,019990,2011/12,18694156,4064522,28586781,3984014,26476551,90,23.25,8.94,3.45,1.33,5650
(주)에너토크,019990,2012/12,21739967,4515614,31616562,3743713,31827045,106,11.81,7.73,1.71,1.12,5220
(주)에너토크,019990,2013/12,23577219,3261668,33420446,3903089,27503544,108,16.32,10.88,1.51,1.01,3890
(주)에너토크,019990,2014/12,25566868,3484126,36813000,5275130,32010303,113,12.36,10.55,1.15,0.98,3850
(주)에너토크,019990,2015/12,27279944,2736147,37716319,4465374,28667714,107,24.23,14.57,1.52,0.92,5030
(주)에너토크,019990,2016/12,28750714,2319121,42835616,2152369,26023692,101,22.56,15.5,1.15,0.79,4500
(주)에너토크,019990,2017/12,28872368,655767,42797803,1576870,24468473,98,289.02,64.6,4.4,0.98,6030
(주)에너토크,019990,2018/12,30333741,2289814,44313228,2292170,23058748,98,43.65,14.09,1.95,0.63,4120
(주)에너토크,019990,2019/12,30942807,1354290,44109277,2673497,23480773,94,55.75,25.91,1.6,0.74,3480
(주)에넥스,011090,2010/12,4015546,-15793485,91133467,51610159,163315119,438,0,0,0.76,0.46,396
(주)에넥스,011090,2011/12,10024434,9658738,118121783,72589587,183720306,425,3.91,2.28,0.59,0.34,452
