회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),계속영업이익(손실)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유형자산(*)(IFRS연결)(천원)
(주)녹십자홀딩스,005250,2019/12,1524799074,2773868507,-30476552,-30476552,1123650615,1153902346
(주)녹원씨엔아이,065560,2010/12,29602827,22801211,195947,195947,10529610,7751826
(주)녹원씨엔아이,065560,2011/12,31094117,20810938,865590,865590,13004020,4383730
(주)녹원씨엔아이,065560,2012/12,27705495,19329646,-4716733,-4716733,11957170,4424769
(주)녹원씨엔아이,065560,2013/12,15090112,12655063,-5649832,-5649832,7437247,3354047
(주)녹원씨엔아이,065560,2014/12,5068245,21914387,-5026045,-5026045,12131396,3127581
(주)녹원씨엔아이,065560,2015/12,7329185,24796543,-13827215,-6522538,9969610,12983710
(주)녹원씨엔아이,065560,2016/12,3875841,11148825,-11030251,-11030251,3813631,125685
(주)녹원씨엔아이,065560,2017/12,22075102,114012404,427241,427241,64512680,11486967
(주)녹원씨엔아이,065560,2018/12,76356153,125078941,6203820,6203820,65425003,14648300
(주)녹원씨엔아이,065560,2019/12,62274838,103930553,-9154372,-9154372,38487769,22152059
(주)농심,004370,2010/12,2082830180,2181583573,139760984,139760984,887186549,1050032167
(주)농심,004370,2011/12,2170883423,2270287656,83877581,83877581,922780411,1087292962
(주)농심,004370,2012/12,2175710560,2151310878,-9166417,-9166417,843337751,1072200051
(주)농심,004370,2013/12,2086651379,2215391017,86896539,86896539,918340108,1058964903
(주)농심,004370,2014/12,2041702670,2224132075,64454972,64454972,899644489,1088115862
(주)농심,004370,2015/12,2181623581,2418707598,117412116,117412116,997823091,1132997956
(주)농심,004370,2016/12,2217015272,2481287284,199229661,199229661,1056951251,1092482544
(주)농심,004370,2017/12,2208260640,2449898373,90685629,90685629,985853063,1122260576
(주)농심,004370,2018/12,2236436215,2532286535,84301647,84301647,1053752882,1157817536
(주)농심,004370,2019/12,2343942952,2653049875,71068947,71068947,1078580682,1208287549
(주)농심홀딩스,072710,2010/12,301392449,955282042,63177059,63177059,145707856,180398511
(주)농심홀딩스,072710,2011/12,323877236,989299514,42644072,42644072,160236947,181357822
(주)농심홀딩스,072710,2012/12,314201314,968293002,15183918,15183918,151758274,183372041
(주)농심홀딩스,072710,2013/12,357018441,1027316750,48857107,46713893,163901226,204503307
(주)농심홀딩스,072710,2014/12,387375241,1034455583,25646283,25646283,137871781,222320658
(주)농심홀딩스,072710,2015/12,449116217,1084728406,47616483,47616483,157424870,217081913
(주)농심홀딩스,072710,2016/12,497827569,1171929234,79394495,79394495,191707999,212431828
(주)농심홀딩스,072710,2017/12,496615431,1145342998,40697627,40697627,165537662,209067856
(주)농심홀딩스,072710,2018/12,543242596,1194827993,46770181,46770181,213196666,204077973
(주)농심홀딩스,072710,2019/12,536687272,1216468899,36622341,36622341,220826530,203846750
(주)누리플랜,069140,2010/12,55095005,51889049,3554172,3554172,32868412,15242562
(주)누리플랜,069140,2011/12,59455540,55711274,3282300,3282300,35618159,15261903
(주)누리플랜,069140,2012/12,45093612,55406833,-1159928,-1159928,34616213,15823319
(주)누리플랜,069140,2013/12,39376335,52322091,-3219792,-3219792,32899332,15452315
(주)누리플랜,069140,2014/12,,,,,,
(주)누리플랜,069140,2015/12,,,,,,
(주)누리플랜,069140,2016/12,,,,,,
(주)누리플랜,069140,2017/12,35622763,39137838,-13777,-13777,21403124,12397625
(주)누리플랜,069140,2018/12,47668330,47522740,369979,369979,21814587,17832163
(주)누리플랜,069140,2019/12,91289924,117532072,-3243838,-3243838,54496950,53031554
(주)누리플렉스,040160,2010/12,72379499,97387765,-1026354,-1026354,73599922,9683453
(주)누리플렉스,040160,2011/12,63302018,93391124,-821326,-821326,47530012,30141441
(주)누리플렉스,040160,2012/12,48208331,83053715,-11299861,-11299861,38050997,33292539
(주)누리플렉스,040160,2013/12,37449748,62246147,6882952,-1423346,27810648,26217623
(주)누리플렉스,040160,2014/12,38851721,63334994,1470047,1470047,27956928,21632638
(주)누리플렉스,040160,2015/12,58420237,68765919,4417066,4417066,33700165,20164615
(주)누리플렉스,040160,2016/12,51323868,81504821,6493314,6493314,43475220,20991060
(주)누리플렉스,040160,2017/12,117558807,139977165,-5840428,-5736045,85935939,25906622
(주)누리플렉스,040160,2018/12,190385732,128568000,11747611,11747611,76828159,27645342
(주)누리플렉스,040160,2019/12,147947451,128558142,8862080,8862080,77913786,29095086
(주)누보,332290,2019/12,,,,,,
(주)뉴로메카,348340,2018/12,,,,,,
(주)뉴로메카,348340,2019/12,7212477,15089875,-2992778,-2992778,11530445,1496195
(주)뉴보텍,060260,2010/12,,,,,,
(주)뉴보텍,060260,2011/12,,,,,,
(주)뉴보텍,060260,2012/12,,,,,,
(주)뉴보텍,060260,2013/12,,,,,,
(주)뉴보텍,060260,2014/12,,,,,,
(주)뉴보텍,060260,2015/12,,,,,,
(주)뉴보텍,060260,2016/12,,,,,,
(주)뉴보텍,060260,2017/12,,,,,,
(주)뉴보텍,060260,2018/12,,,,,,
(주)뉴보텍,060260,2019/12,,,,,,
(주)뉴인텍,012340,2010/12,56835516,62612046,258965,258965,35980843,20418290
(주)뉴인텍,012340,2011/12,58341797,72038395,-249628,-249628,43238195,21872201
(주)뉴인텍,012340,2012/12,52010833,59766954,-9081082,-9081082,34139917,20764749
(주)뉴인텍,012340,2013/12,55876597,58727393,-3087073,-3087073,34549225,19988658
(주)뉴인텍,012340,2014/12,57446183,55236132,-3299830,-3299830,33425539,18741217
(주)뉴인텍,012340,2015/12,50090372,51501516,-1656483,-1656483,27625927,20096110
(주)뉴인텍,012340,2016/12,47895458,44566833,-9653746,-9653746,21589024,19204516
(주)뉴인텍,012340,2017/12,50296811,43898571,-3572013,-3572013,20912854,20302708
(주)뉴인텍,012340,2018/12,50073204,42464348,-3941089,-3941089,19964638,20063980
(주)뉴인텍,012340,2019/12,54414657,49776532,-1101245,-1101245,26197526,21013598
(주)뉴트리,270870,2017/12,60382904,23901055,2096426,2096426,18836409,2068710
(주)뉴트리,270870,2018/12,87218814,58916506,2137856,2137856,49648111,2809853
(주)뉴트리,270870,2019/12,125146821,77528522,9467873,9467873,65380553,4452775
(주)뉴파워프라즈마,144960,2010/12,,,,,,
(주)뉴파워프라즈마,144960,2011/12,,,,,,
(주)뉴파워프라즈마,144960,2012/12,,,,,,
(주)뉴파워프라즈마,144960,2013/12,,,,,,
(주)뉴파워프라즈마,144960,2014/12,35811514,67015496,5478252,5478252,29103732,26829985
(주)뉴파워프라즈마,144960,2015/12,50526095,81582531,8120161,8120161,41995222,27776833
(주)뉴파워프라즈마,144960,2016/12,67407272,127314768,11007602,11007602,80040254,32339671
(주)뉴파워프라즈마,144960,2017/12,104494422,140509864,18572325,18572325,81864539,39817334
(주)뉴파워프라즈마,144960,2018/12,73411628,143552780,13252599,13252599,71166150,40902561
(주)뉴파워프라즈마,144960,2019/12,60165999,150094736,5296883,5296883,61722390,47240326
(주)뉴프렉스,085670,2010/12,71160657,80073519,-1669858,-1669858,34594998,42458182
(주)뉴프렉스,085670,2011/12,69161654,83199584,-700995,-700995,36752616,43224369
(주)뉴프렉스,085670,2012/12,115200892,94612900,2247470,2247470,47612630,43097712
(주)뉴프렉스,085670,2013/12,135289597,101628162,-3635586,-3635586,49595956,47541039
(주)뉴프렉스,085670,2014/12,137800531,101289139,2252975,2252975,48085118,48839705
(주)뉴프렉스,085670,2015/12,120624038,120349410,-1628513,-1628513,61395108,54184927
(주)뉴프렉스,085670,2016/12,145216489,107094374,-2492083,-2492083,49101290,52865198
(주)뉴프렉스,085670,2017/12,152715761,118913434,4313976,4313976,57016614,57951916
(주)뉴프렉스,085670,2018/12,195502399,144998447,7370622,7370622,62539766,77366318
(주)뉴프렉스,085670,2019/12,128250921,137433890,-9634357,-9634357,47575821,82069777
(주)다날,064260,2010/12,84239177,224740414,-1592997,-1592997,153429423,2296113
(주)다날,064260,2011/12,93496730,223474540,-6407215,-6407215,155076591,2756311
(주)다날,064260,2012/12,101742236,261430397,-11550466,-11550466,201820172,1975583
(주)다날,064260,2013/12,118103847,285662822,200553,200553,230313205,1730357
(주)다날,064260,2014/12,98522996,268611315,339414,339414,208569970,1327124
(주)다날,064260,2015/12,112948116,300513733,-2560814,-2560814,243778984,1259334
(주)다날,064260,2016/12,133477893,387778727,-3910673,-3910673,310835973,2196968
(주)다날,064260,2017/12,172882038,469487277,10686294,10686294,383195151,4540319
(주)다날,064260,2018/12,209864332,456519738,-2918329,-2918329,378244332,8871225
(주)다날,064260,2019/12,191162051,512017556,22794705,18923687,421473754,8982195
(주)다린,204690,2010/12,,,,,,
(주)다린,204690,2011/12,,,,,,
(주)다린,204690,2012/12,,,,,,
(주)다린,204690,2013/12,,,,,,
(주)다린,204690,2014/12,,,,,,
(주)다린,204690,2015/12,,,,,,
(주)다린,204690,2016/12,,,,,,
(주)다보링크,340360,2019/12,,,,,,
(주)다산네트웍스,039560,2010/12,207463115,280393633,22703456,22703456,206049238,24759125
(주)다산네트웍스,039560,2011/12,144096268,247042255,-3435324,-4326996,126511147,41303480
(주)다산네트웍스,039560,2012/12,136034007,213555241,-11535660,-11462517,100405677,40227056
(주)다산네트웍스,039560,2013/12,142676651,241038614,3234109,2871682,126467567,42362528
(주)다산네트웍스,039560,2014/12,163972551,258997241,-2721496,-2721496,144157687,43132570
(주)다산네트웍스,039560,2015/12,268186401,355523962,-3252620,-3252620,167053518,79794861
(주)다산네트웍스,039560,2016/12,222842801,371291641,-41213727,-46647061,217772167,61457542
(주)다산네트웍스,039560,2017/12,307090231,345584484,-2495138,-3628923,205476226,42922973
(주)다산네트웍스,039560,2018/12,356932941,365996219,-24771007,-25278284,248206662,43637042
(주)다산네트웍스,039560,2019/12,446586616,453482793,-9548924,-9404564,294392601,60351000
(주)다우기술,023590,2010/12,741336841,4270819266,124848802,124848802,1826021971,128060844
(주)다우기술,023590,2011/12,760690314,4235093248,121305698,121305698,1521875181,120016368
(주)다우기술,023590,2012/12,759179929,4848503131,95931116,95931116,4175692484,158911139
(주)다우기술,023590,2013/12,752246696,4849467515,54080871,54080871,3980571787,198781698
(주)다우기술,023590,2014/12,782978984,5338504904,84949965,84949965,4360610996,251433158
(주)다우기술,023590,2015/12,1049708558,7156248386,202618955,202618955,6042521865,246015315
(주)다우기술,023590,2016/12,1153420151,9818253246,191978017,191778564,8183173060,227460805
(주)다우기술,023590,2017/12,1351213661,13126401794,243142590,243142590,11104583846,217859293
(주)다우기술,023590,2018/12,2210006672,19345653730,225403523,222293897,14270303975,245159736
(주)다우기술,023590,2019/12,2901833126,24741606800,395865387,395545907,18833759299,291175084
(주)다우데이타,032190,2010/12,878474389,4489100761,119921812,119921812,3944301245,140514465
(주)다우데이타,032190,2011/12,896975499,4361873618,114141739,114141739,3739955815,133446097
(주)다우데이타,032190,2012/12,914936870,5050868966,67986547,69159576,4406048792,181062877
(주)다우데이타,032190,2013/12,974220018,5077464079,64894276,64894276,4256668172,234238499
(주)다우데이타,032190,2014/12,1037075936,5593145793,98091227,98091227,4770165889,288755066
(주)다우데이타,032190,2015/12,1307683757,7133439311,257433924,257433924,6035354225,290659623
(주)다우데이타,032190,2016/12,1378367701,10174843743,174059793,186025271,8567896129,270172894
(주)다우데이타,032190,2017/12,1614385776,13561817098,235838323,236635584,11662364360,252145661
(주)다우데이타,032190,2018/12,2525297692,19770709816,232911621,232931787,16516151448,278574794
(주)다우데이타,032190,2019/12,3261975999,25214812744,408847438,408847438,20827759951,383537489
(주)다원시스,068240,2010/12,,,,,,
(주)다원시스,068240,2011/12,,,,,,
(주)다원시스,068240,2012/12,,,,,,
(주)다원시스,068240,2013/12,,,,,,
(주)다원시스,068240,2014/12,53005111,122980242,6002020,6002020,66526993,43068573
(주)다원시스,068240,2015/12,67000805,198994338,8245573,8245573,119676636,54199018
(주)다원시스,068240,2016/12,74193619,238005407,6764328,6764328,138007245,57760684
(주)다원시스,068240,2017/12,111462046,350900018,5399255,5399255,171454969,103270286
(주)다원시스,068240,2018/12,128747502,357376527,6033173,6033173,161975107,116618373
(주)다원시스,068240,2019/12,175077026,535778020,4247763,4247763,278485649,140761077
(주)다이나믹디자인,145210,2010/12,136374553,229753613,9851546,9851546,133786547,74656224
(주)다이나믹디자인,145210,2011/12,175306840,219940408,17775169,17775169,103378534,85734939
(주)다이나믹디자인,145210,2012/12,192335526,284953104,21243587,21243587,106458493,131653855
(주)다이나믹디자인,145210,2013/12,220664805,291666942,4107665,4107665,105793756,137545445
(주)다이나믹디자인,145210,2014/12,247075459,351751858,19096566,19096566,124221716,178509659
(주)다이나믹디자인,145210,2015/12,227815365,335699227,1363780,1363780,124409449,158022359
(주)다이나믹디자인,145210,2016/12,204284452,292355903,-18627817,-18627817,104529571,139733243
(주)다이나믹디자인,145210,2017/12,165349941,242445440,-33732957,-33732957,83518526,121854362
(주)다이나믹디자인,145210,2018/12,120810602,172063702,-43968228,-43968228,69957621,86690205
(주)다이나믹디자인,145210,2019/12,99404033,158469191,-5543390,-5543390,49704615,76011306
(주)다함이텍,009280,2010/12,10968013,334528524,7499120,7499120,286799795,4548929
(주)다함이텍,009280,2011/12,10166398,320564585,13194929,13194929,215630208,4729251
(주)다함이텍,009280,2012/12,12522408,570035393,-13595587,-13595587,105131385,416734898
(주)대교,019680,2010/12,904217159,910050496,53713348,53713348,314161578,129294273
(주)대교,019680,2011/12,932828729,858490568,50427956,50427956,334482423,149928005
(주)대교,019680,2012/12,869494014,814113140,20767695,29570928,302160745,147787115
(주)대교,019680,2013/12,839582029,842291284,32222639,32222639,287913027,141487520
(주)대교,019680,2014/12,810557124,842177325,38224764,38224764,327609796,153237632
(주)대교,019680,2015/12,813207845,820643070,46060282,46060282,328732630,160632519
(주)대교,019680,2016/12,820717373,848138969,41790443,41790443,347092489,190863369
(주)대교,019680,2017/12,812203104,857097479,41618843,41618843,322221048,190747027
(주)대교,019680,2018/12,763142133,830328382,19224517,19224517,285206044,190952898
(주)대교,019680,2019/12,761938686,919873575,17155260,17155260,272626342,185049342
(주)대구백화점,006370,2010/03,176290170,562413787,22631716,22631716,191152610,296615163
(주)대구백화점,006370,2011/03,,,,,,
(주)대구백화점,006370,2012/03,,,,,,
(주)대구백화점,006370,2013/03,,,,,,
(주)대구백화점,006370,2014/03,171071933,640060609,5745803,5745803,90634065,300317403
(주)대구백화점,006370,2015/03,158152063,623073741,3420596,3420596,98838603,300128724
(주)대구백화점,006370,2016/03,158291381,626013405,6356321,6356321,63873840,380249878
(주)대구백화점,006370,2017/03,137288048,684071097,-7021333,-7021333,46192961,452500745
(주)대구백화점,006370,2018/12,119956329,700202374,-29621331,-29621331,134656148,427483949
(주)대구백화점,006370,2019/12,101484471,673555125,-19263522,-20340661,182621090,420316659
(주)대국,042340,2010/12,,,,,,
(주)대국,042340,2011/12,,,,,,
(주)대덕,008060,2010/12,530903371,474365210,53098384,53098384,196263334,198880735
(주)대덕,008060,2011/12,656457276,523378242,46295245,46295245,203407324,247594489
(주)대덕,008060,2012/12,751112577,550218366,48564650,48564650,254983157,226043642
(주)대덕,008060,2013/12,737185692,530573221,8398540,8398540,258507265,217375912
(주)대덕,008060,2014/12,,,,,,
(주)대덕,008060,2015/12,,,,,,
(주)대덕,008060,2016/12,,,,,,
(주)대덕,008060,2017/12,,,,,,
(주)대덕,008060,2018/12,592072102,1136921457,264713548,264713548,530989699,492363933
(주)대덕,008060,2019/12,1072245939,1201854195,64557559,64557559,522502285,464154921
(주)대동,000490,2010/12,519626570,537197200,1592290,1592290,249409866,250879808
(주)대동,000490,2011/12,619097327,568320324,6288657,6288657,268999627,253092924
(주)대동,000490,2012/12,563460079,554436780,-1364479,-1364479,249478629,252279162
(주)대동,000490,2013/12,614567090,577832578,-986787,-986787,279793075,246214323
(주)대동,000490,2014/12,603238442,707010305,5002864,5002864,399810299,251725785
(주)대동,000490,2015/12,583473475,688285313,3539311,3539311,382867967,247396470
(주)대동,000490,2016/12,585413995,667215742,-17972703,-17972703,371961411,236961089
(주)대동,000490,2017/12,610103128,730626224,9854811,9854811,438071892,238796226
(주)대동,000490,2018/12,654760356,772716728,1464262,1464262,447800610,270206601
(주)대동,000490,2019/12,832931373,816997552,3001676,3001676,463844520,299179152
(주)대동스틸,048470,2010/12,,,,,,
(주)대동스틸,048470,2011/12,,,,,,
(주)대동스틸,048470,2012/12,,,,,,
(주)대동스틸,048470,2013/12,,,,,,
(주)대동스틸,048470,2014/12,,,,,,
(주)대동스틸,048470,2015/12,,,,,,
(주)대동스틸,048470,2016/12,,,,,,
(주)대동스틸,048470,2017/12,,,,,,
(주)대동스틸,048470,2018/12,,,,,,
(주)대동스틸,048470,2019/12,,,,,,
(주)대륙제관,004780,2010/12,,,,,,
(주)대륙제관,004780,2011/12,,,,,,
(주)대륙제관,004780,2012/12,,,,,,
(주)대륙제관,004780,2013/12,,,,,,
(주)대륙제관,004780,2014/12,,,,,,
(주)대륙제관,004780,2015/12,,,,,,
(주)대륙제관,004780,2016/12,,,,,,
(주)대륙제관,004780,2017/12,,,,,,
(주)대륙제관,004780,2018/12,,,,,,
(주)대륙제관,004780,2019/12,,,,,,
(주)대림제지,017650,2010/12,,,,,,
(주)대림제지,017650,2011/12,,,,,,
(주)대림제지,017650,2012/12,,,,,,
(주)대림제지,017650,2013/12,,,,,,
(주)대림제지,017650,2014/12,,,,,,
(주)대림제지,017650,2015/12,,,,,,
(주)대림제지,017650,2016/12,,,,,,
(주)대림제지,017650,2017/12,118019206,238756286,3254628,3254628,48727251,163424127
(주)대림제지,017650,2018/12,146502272,258751456,12874056,12874056,41505840,178698625
(주)대림제지,017650,2019/12,,,,,,
(주)대명소노시즌,007720,2010/12,33928249,117862425,-2550423,-2550423,76122290,19269316
(주)대명소노시즌,007720,2011/12,24126346,109533252,-7779076,-7779076,68836935,19116168
(주)대명소노시즌,007720,2012/12,13677795,99108660,-17134477,-17134477,61201344,13464323
(주)대명소노시즌,007720,2013/12,170576588,96728928,5529082,4207310,64642131,5294859
(주)대명소노시즌,007720,2014/12,179185015,120208041,11882090,7871852,75052892,4415636
(주)대명소노시즌,007720,2015/12,205477211,112954010,-5231990,-3206023,69429286,3717998
(주)대명소노시즌,007720,2016/12,217451478,149046295,-1596418,-1596418,112356978,4039253
(주)대명소노시즌,007720,2017/12,235523369,419082043,17627423,15754795,76642294,311891722
(주)대명소노시즌,007720,2018/12,280961738,412281944,-7952844,-7952844,135220870,259413579
(주)대명소노시즌,007720,2019/12,218566639,243679256,63292506,244120,202786264,2462328
(주)대성미생물연구소,036480,2010/12,,,,,,
(주)대성미생물연구소,036480,2011/12,,,,,,
(주)대성미생물연구소,036480,2012/12,,,,,,
(주)대성미생물연구소,036480,2013/12,,,,,,
(주)대성미생물연구소,036480,2014/12,,,,,,
(주)대성미생물연구소,036480,2015/12,,,,,,
(주)대성미생물연구소,036480,2016/12,,,,,,
(주)대성미생물연구소,036480,2017/12,,,,,,
(주)대성미생물연구소,036480,2018/12,,,,,,
(주)대성미생물연구소,036480,2019/12,,,,,,
(주)대성파인텍,104040,2010/12,24471556,35554949,2483296,2483296,19262703,11887754
(주)대성파인텍,104040,2011/12,32471054,40733734,3791192,3791192,23671328,13900639
(주)대성파인텍,104040,2012/12,35070320,39181978,3685255,3685255,22721278,12778126
(주)대성파인텍,104040,2013/12,35560822,41770115,3160941,3160941,25655888,12605508
(주)대성파인텍,104040,2014/12,38872598,52486137,3316225,3316225,27318353,21886812
(주)대성파인텍,104040,2015/12,44267460,59130274,4005081,4005081,33838489,21915273
(주)대성파인텍,104040,2016/12,47677369,67762288,3951523,3951523,35281499,28527644
(주)대성파인텍,104040,2017/12,43233993,87555780,2137708,2137708,32299976,51445383
(주)대성파인텍,104040,2018/12,38587676,92396974,2982309,2813735,30523251,55616125
(주)대성파인텍,104040,2019/12,37466323,91992889,1319995,142737,27067418,51691751
(주)대성하이텍,129920,2010/12,,,,,,
(주)대성하이텍,129920,2011/12,,,,,,
(주)대성하이텍,129920,2012/12,,,,,,
(주)대성하이텍,129920,2013/12,,,,,,
(주)대성하이텍,129920,2014/12,,,,,,
(주)대성하이텍,129920,2015/12,,,,,,
(주)대성하이텍,129920,2016/12,,,,,,
(주)대성하이텍,129920,2017/12,,,,,,
(주)대성하이텍,129920,2018/12,,,,,,
(주)대성하이텍,129920,2019/12,,,,,,
(주)대성합동지주,005620,2010/12,1612716830,2965402340,31659591,31659591,713462742,1699524563
(주)대성합동지주,005620,2011/12,1716370828,3439224458,-41672829,-41672830,875736287,1870237507
(주)대성합동지주,005620,2012/12,1817310311,3883737038,-77371071,-77371071,1383016653,1905351004
(주)대성합동지주,005620,2013/12,1817284692,3409020270,-330475445,-337175324,642530374,1632790219
(주)대성합동지주,005620,2014/12,1180814500,2106649716,-272157910,-120650269,993421961,528020936
(주)대성합동지주,005620,2015/12,1010077055,1235997451,-112854033,-100596044,186636293,511331865
(주)대성합동지주,005620,2016/12,852584993,1123048452,-130023578,-151222733,169456837,483921134
(주)대양글로벌,040180,2010/12,,,,,,
(주)대양금속,009190,2010/12,215591074,352555306,-6728852,102531,261353569,73171912
(주)대양금속,009190,2011/12,146313431,213532161,-64301573,-64301573,123223961,67781277
(주)대양금속,009190,2012/12,105129341,105457033,-71375108,-71375108,47723358,57279148
(주)대양금속,009190,2013/12,113651899,101489299,-10008188,-10008188,52033175,49221121
(주)대양금속,009190,2014/12,122339495,104908934,-18097262,-18097262,57691316,46927798
(주)대양금속,009190,2015/12,,,,,,
(주)대양금속,009190,2016/12,,,,,,
(주)대양금속,009190,2017/12,,,,,,
(주)대양금속,009190,2018/12,,,,,,
(주)대양금속,009190,2019/12,,,,,,
(주)대우건설,047040,2010/12,6713401582,9860185837,-827720799,-827720799,6559859545,662797019
(주)대우건설,047040,2011/12,7019591544,9468578921,173553923,173553923,6196612419,773857729
(주)대우건설,047040,2012/12,8223432761,9859319181,173028930,173028930,6716706251,697828514
(주)대우건설,047040,2013/12,8782195639,10122312287,-718036005,-718036005,6948839134,698142939
(주)대우건설,047040,2014/12,9995022699,10260218124,102110187,102110187,6987915457,797642463
(주)대우건설,047040,2015/12,9935734306,10152059203,142037371,142037371,6699865961,936319006
(주)대우건설,047040,2016/12,11105930098,9970246457,-754927284,-754927284,6359001278,731255853
(주)대우건설,047040,2017/12,11766840488,8776332436,257893627,257893627,5277152166,629713039
(주)대우건설,047040,2018/12,10605493845,8733846010,297330432,297330432,5197370791,573537464
(주)대우건설,047040,2019/12,8651852221,9697696817,201239572,201239572,6049393166,511931753
(주)대웅,003090,2010/03,766644083,706435963,33573300,33573300,417967241,222989004
(주)대웅,003090,2011/12,294259306,476954187,44470947,44470947,137926183,132493835
(주)대웅,003090,2012/12,320770921,509221588,46344365,46344365,152868421,141368542
(주)대웅,003090,2013/12,843315008,898471403,74723609,74723609,441055082,364526945
(주)대웅,003090,2014/12,893952807,1010731916,37877138,37877138,542391886,389067455
(주)대웅,003090,2015/12,996816140,1242301736,54590416,54590416,614675093,441355157
(주)대웅,003090,2016/12,1014965932,1467286018,34573862,34573862,698865247,560691247
(주)대웅,003090,2017/12,1123956914,1549153182,85706875,85706875,718641666,583503204
(주)대웅,003090,2018/12,1231290089,1592170452,32736376,32736376,734218258,609209897
(주)대웅,003090,2019/12,1365679369,1668172837,71342383,71342383,757808687,600159790
(주)대웅제약,069620,2010/03,,,,,,
(주)대웅제약,069620,2011/12,710547146,498461064,50728105,50728105,242715243,107974350
(주)대웅제약,069620,2012/12,669013833,482344106,33512864,33512864,229792189,114859724
(주)대웅제약,069620,2013/12,682508016,579012972,57974401,57974401,312119712,132623043
(주)대웅제약,069620,2014/12,735889424,694263908,30469956,30469956,403786940,160109521
(주)대웅제약,069620,2015/12,839686478,944529005,35673702,35673702,453104621,255844142
(주)대웅제약,069620,2016/12,883920425,1144699986,26125871,26125871,507458546,367079907
(주)대웅제약,069620,2017/12,960307423,1213524544,35436337,35436337,518131858,396157724
(주)대웅제약,069620,2018/12,1031427426,1207846352,-15417245,-15417245,515665941,401129322
(주)대웅제약,069620,2019/12,1113425921,1245668149,28865606,28865606,526256347,387214961
(주)대원,007680,2010/12,,,,,,
(주)대원,007680,2011/12,,,,,,
(주)대원,007680,2012/12,,,,,,
(주)대원,007680,2013/12,,,,,,
(주)대원,007680,2014/12,,,,,,
(주)대원,007680,2015/12,294075205,405217450,15196933,3434813,290068561,41976933
(주)대원,007680,2016/12,267470103,430260352,38059415,37511097,306894302,28541401
(주)대원,007680,2017/12,289919901,429674709,23603138,23600769,329975834,30400949
(주)대원,007680,2018/12,333043729,444525540,30710353,31764828,346250386,18896314
(주)대원,007680,2019/12,248600434,518668184,9261021,9261021,344790957,63717787
(주)대유,290380,2010/12,,,,,,
(주)대유,290380,2011/12,,,,,,
(주)대유,290380,2012/12,,,,,,
(주)대유,290380,2013/12,,,,,,
(주)대유,290380,2014/12,,,,,,
(주)대유,290380,2015/12,,,,,,
(주)대유,290380,2016/12,,,,,,
(주)대유,290380,2017/12,,,,,,
(주)대유,290380,2018/12,,,,,,
(주)대유,290380,2019/12,,,,,,
(주)대유에이텍,002880,2010/12,278778965,203384445,8371576,8371576,78367862,58200096
(주)대유에이텍,002880,2011/12,469492403,362524758,7730363,7730363,111492254,156504343
(주)대유에이텍,002880,2012/12,505514624,385720682,4046012,4046012,127401252,167136810
(주)대유에이텍,002880,2013/12,555167096,438652143,8716657,8716657,169241113,168217222
(주)대유에이텍,002880,2014/12,737452073,749322316,15304354,15304354,297578190,276867772
(주)대유에이텍,002880,2015/12,1010565226,754878946,10013854,10013854,260794758,296441862
(주)대유에이텍,002880,2016/12,1020081834,838062939,5831211,5831211,332502875,298749450
(주)대유에이텍,002880,2017/12,1067821414,882599885,1762176,1762176,336021538,334953351
(주)대유에이텍,002880,2018/12,1110212702,889580574,-40274934,-37844610,382195671,325412123
(주)대유에이텍,002880,2019/12,1284997078,1117314246,17887239,17957961,533483122,358736322
(주)대유에이피,290120,2018/12,,,,,,
(주)대유에이피,290120,2019/12,157452770,128281832,7976446,7976446,70801445,30840431
(주)대유플러스,000300,2010/12,236261847,454915973,4267606,4267606,137794121,90540115
(주)대유플러스,000300,2011/12,334908921,605360116,-4626303,-4626303,144700001,105878510
(주)대유플러스,000300,2012/12,379402054,609385380,-18142399,-18142399,177030132,110487439
(주)대유플러스,000300,2013/12,423640919,639239249,7290563,7290563,204272950,118994183
(주)대유플러스,000300,2014/12,501739482,706651399,-3864118,-3864118,220800473,138728373
(주)대유플러스,000300,2015/12,495781661,784472056,-172926,-172926,195828780,133843661
(주)대유플러스,000300,2016/12,434112971,945163529,9505299,9505299,188783204,137192748
(주)대유플러스,000300,2017/12,457742056,945974763,-3749288,-3749288,188361089,109435204
(주)대유플러스,000300,2018/12,503410184,1000928259,20694158,20694158,404871077,121237727
(주)대유플러스,000300,2019/12,457263303,1087246345,18296510,8492390,847930595,106468334
(주)대창,012800,2010/12,814945245,484151718,31058427,31058427,305708288,138681967
(주)대창,012800,2011/12,868579999,485259912,-7111227,-7111227,303944313,136681284
(주)대창,012800,2012/12,781254333,477036779,8825619,8825619,287887173,144716982
(주)대창,012800,2013/12,754870184,657836001,-18615912,-18615912,435261278,198750257
(주)대창,012800,2014/12,1323691567,655670847,-7983301,-7983301,436322528,196848771
(주)대창,012800,2015/12,1016663483,539125755,-50869561,-50869561,311615347,208051652
(주)대창,012800,2016/12,817684058,565993244,11979505,11979505,329350397,216233164
(주)대창,012800,2017/12,983291022,563388104,14271365,14271365,323610263,215329321
(주)대창,012800,2018/12,951257321,569961204,12425644,12425644,308184125,235894438
