회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),자산(*)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),계속영업이익(손실)(IFRS)(천원),유동자산(*)(IFRS)(천원),유형자산(*)(IFRS)(천원)
(주)동양에스텍,060380,2015/12,123896334,88698236,-1947055,-1947055,43979564,17346575
(주)동양에스텍,060380,2016/12,134441550,101171708,4365789,4365789,49158213,16953190
(주)동양에스텍,060380,2017/12,159869610,104369971,3167043,3167043,57036874,16508117
(주)동양에스텍,060380,2018/12,160309679,114666650,-244900,-244900,65987223,17916493
(주)동양에스텍,060380,2019/12,159756378,116260464,1949971,1949971,60175682,18828143
(주)동우팜투테이블,088910,2010/12,202563904,121575825,20425492,20425492,76999001,24020142
(주)동우팜투테이블,088910,2011/12,218666059,134810786,9239175,9239175,87010746,24768151
(주)동우팜투테이블,088910,2012/12,214253245,149560052,2387890,2387890,96888688,24296435
(주)동우팜투테이블,088910,2013/12,251708531,152310667,10480289,10480289,71723175,23738182
(주)동우팜투테이블,088910,2014/12,219796482,158072462,1662787,1662787,90842118,22469796
(주)동우팜투테이블,088910,2015/12,239667925,162703401,8315280,8315280,93237484,21870129
(주)동우팜투테이블,088910,2016/12,235752895,173623656,12948749,12948749,98442181,20707666
(주)동우팜투테이블,088910,2017/12,230843688,200503429,17506765,17506765,117420452,20215039
(주)동우팜투테이블,088910,2018/12,250159235,220488718,18123380,18123380,123816728,21973345
(주)동우팜투테이블,088910,2019/12,270567996,222990590,2593771,2593771,118178613,24998848
(주)동운아나텍,094170,2010/12,,,,,,
(주)동운아나텍,094170,2011/12,25312972,19860726,1263714,1263714,12031367,533976
(주)동운아나텍,094170,2012/12,30429757,26303861,1447972,1447972,18182364,505506
(주)동운아나텍,094170,2013/12,46508079,26162133,5262142,5262142,18988045,327010
(주)동운아나텍,094170,2014/12,44453338,32924311,5747377,5747377,24022954,382161
(주)동운아나텍,094170,2015/12,56872562,43445926,8026825,8026825,33244457,448653
(주)동운아나텍,094170,2016/12,54673627,42756175,1331763,1331763,29273500,641430
(주)동운아나텍,094170,2017/12,54989112,42933844,-3123416,-3123416,26721042,496438
(주)동운아나텍,094170,2018/12,46698555,41671771,-7870656,-7870656,28716961,400879
(주)동운아나텍,094170,2019/12,54763967,54041008,6605385,6605385,40382701,717099
(주)동원개발,013120,2010/12,106676592,317199777,7758527,7758527,275525174,943820
(주)동원개발,013120,2011/12,216368374,325725111,17795609,17795609,290686172,1002899
(주)동원개발,013120,2012/12,384862497,419752428,34495455,34495455,401277646,934817
(주)동원개발,013120,2013/12,318263153,387097857,32847095,32847095,375852111,1033159
(주)동원개발,013120,2014/12,340086893,433463150,59014506,59014506,422900015,980525
(주)동원개발,013120,2015/12,514966840,546033824,90155142,90155142,533947995,928761
(주)동원개발,013120,2016/12,534393481,654000395,97981850,97981850,638367012,959152
(주)동원개발,013120,2017/12,563013434,703630959,100618005,100618005,683770671,1399751
(주)동원개발,013120,2018/12,607890976,877699704,121942408,121942408,854509805,2430356
(주)동원개발,013120,2019/12,642628503,929793884,84696891,84696891,888352112,2820234
(주)동원에프앤비,049770,2010/12,1003800665,611210341,29688760,29688760,267732141,214569523
(주)동원에프앤비,049770,2011/12,1099094841,687821589,34958334,34958334,348168692,211889441
(주)동원에프앤비,049770,2012/12,1191223606,755773972,18552478,18552478,410577652,218815496
(주)동원에프앤비,049770,2013/12,1246608861,711103333,25959847,25959847,369769306,214733612
(주)동원에프앤비,049770,2014/12,1338173676,759423296,43800162,43800162,363285985,281233655
(주)동원에프앤비,049770,2015/12,1374936673,798604570,39487320,39487320,345239907,286945538
(주)동원에프앤비,049770,2016/12,1464991510,879483056,33286637,33286637,429409197,288419714
(주)동원에프앤비,049770,2017/12,1569204857,1055184115,32055092,32055092,451254190,304775249
(주)동원에프앤비,049770,2018/12,1632631810,1029298805,41005780,41005780,413899713,335330847
(주)동원에프앤비,049770,2019/12,1709299492,1159056111,44075973,44075973,452920909,428475776
(주)동일기연,032960,2010/12,52258634,88533035,15679266,15679266,74536680,3407871
(주)동일기연,032960,2011/12,45546506,58932405,7676013,7676013,45358312,2973725
(주)동일기연,032960,2012/12,35454832,60329086,6841642,6841642,46708243,3029427
(주)동일기연,032960,2013/12,32032327,65406649,5710273,5710273,51956371,2864258
(주)동일기연,032960,2014/12,33105836,68757810,4520457,4520457,52543524,2974485
(주)동일기연,032960,2015/12,28498716,63705812,4603579,4603579,42687334,3839735
(주)동일기연,032960,2016/12,28273584,66980452,5774504,5774504,47210728,4037928
(주)동일기연,032960,2017/12,34242984,70656416,4769933,4769933,49810580,4169341
(주)동일기연,032960,2018/12,26438736,60568446,-424350,-424350,40203292,3857351
(주)동일기연,032960,2019/12,28889519,57091220,1934036,1934036,38041973,3846932
(주)동진쎄미켐,005290,2010/12,408644566,435975044,13007063,13007063,163036732,160353575
(주)동진쎄미켐,005290,2011/12,441224831,464260245,-5559273,-5559273,172601725,166565447
(주)동진쎄미켐,005290,2012/12,527305208,515077372,13093239,13093239,185324791,183700500
(주)동진쎄미켐,005290,2013/12,551737988,533833650,17100322,17100322,201917403,177405120
(주)동진쎄미켐,005290,2014/12,558433460,572111127,10167058,10167058,179842762,269885650
(주)동진쎄미켐,005290,2015/12,587393292,562825991,12488733,12488733,172363634,261021881
(주)동진쎄미켐,005290,2016/12,642548080,566293245,18611660,18611660,193325338,233678813
(주)동진쎄미켐,005290,2017/12,631272541,567261062,37822419,37822419,213662821,225371912
(주)동진쎄미켐,005290,2018/12,632154575,645833483,39569460,39569460,241521888,240165571
(주)동진쎄미켐,005290,2019/12,652641480,701213988,44752979,44752979,274201903,248157697
(주)두산,000150,2010/12,1405848709,3095811785,134400506,94406755,768937922,337022702
(주)두산,000150,2011/12,1930096327,3177644299,155323332,155323332,699147719,428888759
(주)두산,000150,2012/12,1841080714,3090083028,80922579,80922579,567179408,380416779
(주)두산,000150,2013/12,1652024598,3291631175,149688056,139241599,571883652,424360733
(주)두산,000150,2014/12,1995372674,3509598140,186399330,186399330,639610228,410840789
(주)두산,000150,2015/12,1873556346,3478222671,123323660,123323660,713533619,420943368
(주)두산,000150,2016/12,2067135545,3744673181,153802056,153802056,810637993,517628518
(주)두산,000150,2017/12,2624828847,3950029379,205100275,205100275,980974193,494791495
(주)두산,000150,2018/12,2919400699,4734223086,158613281,158613281,1176134397,825467616
(주)두산,000150,2019/12,2060705340,4752375845,633803582,78896017,921194928,711631490
(주)두산테스나,131970,2010/12,30271024,60305763,4895931,4895931,8654073,48471368
(주)두산테스나,131970,2011/12,48026019,75716914,7404281,7404281,16073894,56648157
(주)두산테스나,131970,2012/12,55251160,102908277,7942389,7942389,16179590,79354591
(주)두산테스나,131970,2013/12,67808309,110923213,10910114,10910114,31780844,71977188
(주)두산테스나,131970,2014/12,47834146,99720768,4692764,4692764,26890986,63757860
(주)두산테스나,131970,2015/12,33822200,82970288,-4189973,-4189973,21680010,52445041
(주)두산테스나,131970,2016/12,30280048,78236596,739889,739889,23031625,45640471
(주)두산테스나,131970,2017/12,47188713,96222618,8992438,8992438,31288510,56018855
(주)두산테스나,131970,2018/12,65267823,111616930,16231655,16231655,36427255,63849412
(주)두산테스나,131970,2019/12,96831033,342662378,21415215,21415215,150856946,164069081
(주)두올,016740,2010/12,,,,,,
(주)두올,016740,2011/12,,,,,,
(주)두올,016740,2012/12,,,,,,
(주)두올,016740,2013/12,,,,,,
(주)두올,016740,2014/12,177170126,160156033,9193032,9193032,74313283,25066146
(주)두올,016740,2015/12,197561522,184919511,20682285,20682285,83567741,24468861
(주)두올,016740,2016/12,172629125,186362087,13295300,13295300,72823590,23928607
(주)두올,016740,2017/12,184816954,232488877,14072594,14072594,51907697,24291169
(주)두올,016740,2018/12,209597012,219833556,8879571,8879571,69070363,23344778
(주)두올,016740,2019/12,204754869,227824797,11257212,11257212,72585023,24830595
(주)듀오백,073190,2010/12,39775788,51714998,3123871,3123871,34262099,9005076
(주)듀오백,073190,2011/12,40860122,53151312,2848914,2848914,30513790,8494165
(주)듀오백,073190,2012/12,36069601,50648025,715666,715666,25108481,8317746
(주)듀오백,073190,2013/12,37332774,51781107,11635,11635,25670481,8524726
(주)듀오백,073190,2014/12,38932506,46066355,-5350343,-5350343,22690959,9593683
(주)듀오백,073190,2015/12,34127486,43749537,-3534829,-3534829,21074119,9170960
(주)듀오백,073190,2016/12,31983156,37911685,-6232957,-6232957,15073627,9472357
(주)듀오백,073190,2017/12,38302767,38777381,1144419,1144419,16550477,9008937
(주)듀오백,073190,2018/12,28484831,33563382,-3020578,-3020578,12889539,12935451
(주)듀오백,073190,2019/12,28595364,31552159,-3010567,-3010567,12548552,13447547
(주)드래곤플라이,030350,2010/12,35542577,99955043,8016449,8016449,25022430,25202786
(주)드래곤플라이,030350,2011/12,36387253,118074660,10119766,10119766,27020443,35362610
(주)드래곤플라이,030350,2012/12,33543646,128001615,-6356920,-6356920,20959667,50593290
(주)드래곤플라이,030350,2013/12,23034689,90869736,-39059107,-39059107,7885664,54366808
(주)드래곤플라이,030350,2014/12,19613337,78936061,-9237831,-9237831,7228387,52469931
(주)드래곤플라이,030350,2015/12,16519574,62828108,-9834777,-9834777,5177954,50600178
(주)드래곤플라이,030350,2016/12,10939185,67353254,-315661,-315661,8212125,48938926
(주)드래곤플라이,030350,2017/12,7565737,50306246,-9731229,-9731229,1959449,43497613
(주)드래곤플라이,030350,2018/12,6373655,19895923,-8688033,-8688033,12552519,1169555
(주)드래곤플라이,030350,2019/12,6081313,15028635,-5569461,-5569461,7906365,1759410
(주)드림시큐리티,203650,2014/12,,,,,,
(주)드림시큐리티,203650,2015/12,,,,,,
(주)드림시큐리티,203650,2016/12,,,,,,
(주)드림시큐리티,203650,2017/12,20574060,21837665,-2226331,-2226331,11774507,750505
(주)드림시큐리티,203650,2018/12,24951235,24698314,2738191,2738191,13604984,729314
(주)드림시큐리티,203650,2019/12,22615520,77356759,1721708,1721708,13522045,236683
(주)드림씨아이에스,223250,2011/12,,,,,,
(주)드림씨아이에스,223250,2012/12,,,,,,
(주)드림씨아이에스,223250,2013/12,,,,,,
(주)드림씨아이에스,223250,2014/12,18335127,15503285,660858,660858,13136291,787774
(주)드림씨아이에스,223250,2015/12,17512797,15064193,-783801,-783801,12461294,585667
(주)드림씨아이에스,223250,2016/12,15482008,14145470,-4844610,-4844610,12061929,470003
(주)드림씨아이에스,223250,2017/12,15957711,13542500,-1119768,-1119768,12036169,252743
(주)드림씨아이에스,223250,2018/12,19199521,17685996,3417388,3417388,16955164,180764
(주)드림씨아이에스,223250,2019/12,22108907,25020549,4150871,4150871,22882522,1011568
(주)드림어스컴퍼니,060570,2010/12,107181964,125028406,-21947449,-21947449,67441419,8711140
(주)드림어스컴퍼니,060570,2011/12,91429418,96340576,-38307456,-38307456,58632000,1566142
(주)드림어스컴퍼니,060570,2012/12,91279846,49935187,-18434282,-18434282,41251797,1304353
(주)드림어스컴퍼니,060570,2013/12,54199947,36326448,-4597991,-4597991,27065188,1063126
(주)드림어스컴퍼니,060570,2014/12,44672881,65252246,2000306,2000306,55332176,850405
(주)드림어스컴퍼니,060570,2015/12,54350016,65405240,1630079,1630079,49039541,3829734
(주)드림어스컴퍼니,060570,2016/12,49673321,54063168,-9965795,-9965795,39062900,3470001
(주)드림어스컴퍼니,060570,2017/12,61034418,132080078,-12766634,-12766634,68138954,1179631
(주)드림어스컴퍼니,060570,2018/12,107695318,200063358,-22011255,-22011255,132217424,1603972
(주)드림어스컴퍼니,060570,2019/12,174357763,164361525,-48581156,-48581156,128956261,4875887
(주)드림텍,192650,2010/12,231970710,85989515,7959316,7959316,75248855,6130998
(주)드림텍,192650,2011/12,308592624,112288795,19370322,19370322,77786440,8591757
(주)드림텍,192650,2012/12,367151621,150924188,28032929,28032929,109827639,10069219
(주)드림텍,192650,2013/12,669220179,200475426,48955074,48955074,143140939,23587696
(주)드림텍,192650,2014/12,399888480,176227222,17803114,17803114,109296170,26713265
(주)드림텍,192650,2015/12,320822108,218438610,4262907,4262907,140699663,26924661
(주)드림텍,192650,2016/12,464770525,228989745,873816,873816,132095139,27763306
(주)드림텍,192650,2017/12,527609255,216741529,9606863,9606863,127012847,26271906
(주)드림텍,192650,2018/12,433591839,195889565,12121966,12121966,85136605,47999754
(주)드림텍,192650,2019/12,409390388,257511541,9518819,9518819,125563764,51893934
(주)디딤이앤에프,217620,2015/12,,,,,,
(주)디딤이앤에프,217620,2016/12,,,,,,
(주)디딤이앤에프,217620,2017/12,65876555,53913043,2422022,2422022,22177218,11794411
(주)디딤이앤에프,217620,2018/12,93391889,63314495,3362064,3362064,22995956,12841193
(주)디딤이앤에프,217620,2019/12,118257663,111113819,2230709,2230709,29834295,15466300
(주)디모아,016670,2010/12,44034448,32645315,5298406,5298406,28934611,191507
(주)디모아,016670,2011/12,49059079,28327024,3721606,3721606,27117962,163975
(주)디모아,016670,2012/12,55723664,37829435,3358448,3358448,30743152,171708
(주)디모아,016670,2013/12,59365552,47508663,5040374,5040374,32306179,180805
(주)디모아,016670,2014/12,70059334,59397023,7226575,7226575,43470109,360790
(주)디모아,016670,2015/12,72820518,59869670,2547925,2547925,46024679,281781
(주)디모아,016670,2016/12,53443154,66490368,1267818,1267818,41094280,360141
(주)디모아,016670,2017/12,55737521,69440308,863321,863321,40848260,3759746
(주)디모아,016670,2018/12,8889174,67553811,538374,538374,34138370,3718365
(주)디모아,016670,2019/12,4633217,61389633,-8685574,-8685574,38539858,341380
(주)디바이스이엔지,187870,2010/12,,,,,,
(주)디바이스이엔지,187870,2011/12,,,,,,
(주)디바이스이엔지,187870,2012/12,,,,,,
(주)디바이스이엔지,187870,2013/12,,,,,,
(주)디바이스이엔지,187870,2014/12,,,,,,
(주)디바이스이엔지,187870,2015/12,51024261,46944831,1299869,1299869,27739688,12028965
(주)디바이스이엔지,187870,2016/12,70777194,83496361,4540486,4540486,66578665,12602420
(주)디바이스이엔지,187870,2017/12,115287774,79756898,7527859,7527859,62588610,12252207
(주)디바이스이엔지,187870,2018/12,93160425,74549363,13929056,13929056,52397963,12573238
(주)디바이스이엔지,187870,2019/12,43228287,107991965,4649753,4649753,85374191,12115781
(주)디비아이엔씨,012030,2010/12,191104153,669741594,-2618258,-8798870,125307243,58374368
(주)디비아이엔씨,012030,2011/12,511011832,664749627,-4558929,-4558929,133599057,66608973
(주)디비아이엔씨,012030,2012/12,545150378,671558435,1141361,1141361,188870422,65371512
(주)디비아이엔씨,012030,2013/12,525422001,654682413,-32833207,-32833207,186626534,65961160
(주)디비아이엔씨,012030,2014/12,283064800,359439139,-137310541,-142898265,131618622,60637831
(주)디비아이엔씨,012030,2015/12,203754352,276075787,12572191,-36158347,180205394,3583519
(주)디비아이엔씨,012030,2016/12,204809968,214971054,-20712779,-20712779,52617767,3790812
(주)디비아이엔씨,012030,2017/12,199529519,193518033,-755638,-755638,60563870,5108250
(주)디비아이엔씨,012030,2018/12,206838971,288195834,6331326,6331326,62734963,4341875
(주)디비아이엔씨,012030,2019/12,192984328,372989588,14285269,14285269,62441923,1730270
(주)디스플레이테크,066670,2010/12,171873018,113932440,10304275,10304275,71351820,39962540
(주)디스플레이테크,066670,2011/12,177792014,130035398,5962040,5962040,69015614,58929467
(주)디스플레이테크,066670,2012/12,293664618,183976284,17049952,17049952,109104955,52982234
(주)디스플레이테크,066670,2013/12,535275211,304073877,26550008,26550008,209775110,60722025
(주)디스플레이테크,066670,2014/12,429634668,266110759,15700599,15700599,170454316,55668392
(주)디스플레이테크,066670,2015/12,318044268,198212543,14999232,14999232,104206205,32436884
(주)디스플레이테크,066670,2016/12,89178900,180278673,3972166,3972166,88039881,31021821
(주)디스플레이테크,066670,2017/12,82707089,166844088,4710640,4710640,69729143,29124953
(주)디스플레이테크,066670,2018/12,57286597,172266882,2996126,2996126,74164826,25172108
(주)디스플레이테크,066670,2019/12,43569777,167971201,5393286,5393286,68797929,45162545
(주)디아이,003160,2010/12,63921031,150799945,1897703,1897703,64952496,42233586
(주)디아이,003160,2011/12,45262670,141656545,-3073499,-3073499,49019628,41133383
(주)디아이,003160,2012/12,32555358,149804529,-3057615,-3057615,55234380,26903893
(주)디아이,003160,2013/12,53780232,155372329,4469516,4469516,64556626,27275520
(주)디아이,003160,2014/12,88193860,157500215,4981454,4981454,69578138,27785438
(주)디아이,003160,2015/12,58266423,147964608,482014,482014,41201748,34855951
(주)디아이,003160,2016/12,52288689,152550917,-2675249,-2675249,40463622,45115335
(주)디아이,003160,2017/12,81473534,166992275,13870792,13870792,58420995,47090045
(주)디아이,003160,2018/12,80608154,164688452,1856330,1856330,48613208,50716804
(주)디아이,003160,2019/12,68875685,180510849,4156398,4156398,64948447,60393568
(주)디아이디,074130,2010/12,571358241,187452227,10813594,10813594,127990978,43953059
(주)디아이디,074130,2011/12,492850757,159764210,-1385402,-1385402,67145989,34783901
(주)디아이디,074130,2012/12,650018189,176782186,10024191,10024191,91678137,32849946
(주)디아이디,074130,2013/12,599381042,118620711,-41671973,-41671973,43921611,38100867
(주)디아이디,074130,2014/12,155675835,92350985,-23455474,-23455474,19601388,38808030
(주)디아이씨,092200,2010/12,254716882,275698279,15395630,15395630,120451816,124107317
(주)디아이씨,092200,2011/12,323532686,397603188,9513073,9513073,172226954,154028350
(주)디아이씨,092200,2012/12,332305763,424232003,5436284,5436284,175687594,162763002
(주)디아이씨,092200,2013/12,323945943,431021443,3321938,3321938,144441320,179887852
(주)디아이씨,092200,2014/12,317362603,434517320,-3957436,-3957436,125810528,185365494
(주)디아이씨,092200,2015/12,328714343,450148181,11450461,11450461,130386631,187574159
(주)디아이씨,092200,2016/12,329571934,494590435,657798,657798,160803267,196890080
(주)디아이씨,092200,2017/12,363622576,538773509,-19499217,-19499217,189557407,217875171
(주)디아이씨,092200,2018/12,362351958,542793333,2723344,2723344,200580089,204722312
(주)디아이씨,092200,2019/12,380837907,502680802,-81762227,-81762227,189323898,213407502
(주)디아크,078590,2010/12,24633684,13267804,-1680306,-1680306,6671625,5254872
(주)디아크,078590,2011/12,36339241,14997453,2442175,2442175,9069128,5344980
(주)디아크,078590,2012/12,33487579,16765329,796618,796618,8580432,6970395
(주)디아크,078590,2013/12,31284457,15246905,-725212,-725212,7142691,6658481
(주)디아크,078590,2014/12,36718175,16708694,675613,675613,8379067,6926880
(주)디아크,078590,2015/12,39626376,18875607,1319839,1319839,8853506,8731654
(주)디아크,078590,2016/12,39105093,21553844,2493577,2493577,11677312,8620397
(주)디아크,078590,2017/12,40019060,27530067,2597855,2597855,13490078,7212127
(주)디아크,078590,2018/12,37763569,63709884,-6992292,-6992292,37858284,7227394
(주)디아크,078590,2019/12,37772354,64605288,-6766841,-6766841,41428390,7307782
(주)디알비동일,004840,2010/12,272500219,341858934,11517454,11517454,123481924,147946403
(주)디알비동일,004840,2011/12,338846704,393174353,21945842,21945842,165842571,150620197
(주)디알비동일,004840,2012/12,142337360,223432593,20087410,8334547,84278471,28345489
(주)디알비동일,004840,2013/12,141540778,254574210,21261008,21261008,85547712,27399083
(주)디알비동일,004840,2014/12,141168522,258996213,9726516,9726516,88368340,27701226
(주)디알비동일,004840,2015/12,159591245,262548810,10100221,10100221,68651163,37190517
(주)디알비동일,004840,2016/12,129988200,273155471,9595624,9595624,64323412,48553436
(주)디알비동일,004840,2017/12,121992898,272812298,9678793,9678793,58592360,51812542
(주)디알비동일,004840,2018/12,111036815,274239860,6965958,6965958,60229703,53608859
(주)디알비동일,004840,2019/12,113889433,278587627,3484424,3484424,56452733,56935585
(주)디알젬,263690,2012/12,,,,,,
(주)디알젬,263690,2013/12,,,,,,
(주)디알젬,263690,2014/12,,,,,,
(주)디알젬,263690,2015/12,,,,,,
(주)디알젬,263690,2016/12,35414714,27891235,442026,442026,18819316,7181552
(주)디알젬,263690,2017/12,49323651,34624300,4131954,4131954,21500969,10843137
(주)디알젬,263690,2018/12,56606738,46674657,4784482,4784482,31811771,10988458
(주)디알젬,263690,2019/12,60226049,63489548,5750800,5750800,44120014,12455669
(주)디알텍,214680,2015/12,,,,,,
(주)디알텍,214680,2016/12,37786686,38043113,-19187,-19187,27702830,3431817
(주)디알텍,214680,2017/12,37757616,43378522,-1993321,-1993321,30295189,4600192
(주)디알텍,214680,2018/12,43183164,49653053,1650478,1650478,33984028,6060602
(주)디알텍,214680,2019/12,46786896,71560870,1638451,1638451,46089086,8006027
(주)디앤샵,090090,2010/12,18462261,33057794,-3819166,-3819166,27939520,1530177
(주)디앤씨미디어,263720,2016/12,18893266,9632401,3011991,3011991,9240285,2400
(주)디앤씨미디어,263720,2017/12,26536904,35747220,4536199,4536199,33031636,2274001
(주)디앤씨미디어,263720,2018/12,32081829,43768673,5567466,5567466,39224851,2257545
(주)디앤씨미디어,263720,2019/12,42139941,52879947,4535360,4535360,47989719,2482240
(주)디에스,051710,2010/12,1442509926,361330318,-2656463,-2656463,199694513,110776963
(주)디에스,051710,2011/12,861261040,277905605,-26236015,-26236015,110962004,68476462
(주)디에스,051710,2012/12,636051168,125169906,-21230911,-21230911,15850588,67672156
(주)디에스앤엘,141020,2010/12,30853960,18907599,2347509,2347509,7937993,8516814
(주)디에스앤엘,141020,2011/12,49498638,26966523,3433134,3433134,15054130,8713703
(주)디에스앤엘,141020,2012/12,50803619,31058586,3705144,3705144,18544647,8426771
(주)디에스앤엘,141020,2013/12,16329351,27306648,-4519896,-4519896,12749454,8261000
(주)디에스앤엘,141020,2014/12,12293434,34770399,-6864557,-6864557,20256248,7921961
(주)디에스앤엘,141020,2015/12,18250289,33000007,-12501544,-12501544,18674239,8758098
(주)디에스앤엘,141020,2016/12,49888011,28400863,-22903580,-14991652,14572877,7494509
(주)디에스앤엘,141020,2017/12,46533423,35474508,2363896,2363896,25828773,99952
(주)디에스앤엘,141020,2018/12,11087403,74234227,-13288275,-13288275,65049065,2266439
(주)디에스앤엘,141020,2019/12,875623,19012926,-43718062,-43718062,18259470,15028
(주)디에스케이,109740,2010/12,44589981,38954849,3696561,3696561,28484982,6548396
(주)디에스케이,109740,2011/12,37457285,40686370,4804137,4804137,29938100,8179454
(주)디에스케이,109740,2012/12,19222311,36927565,-725250,-725250,26815279,8437923
(주)디에스케이,109740,2013/12,31332384,36221923,2691720,2691720,26317160,7801636
(주)디에스케이,109740,2014/12,34714490,46067114,2342921,2342921,36368992,7518290
(주)디에스케이,109740,2015/12,55953367,54519680,8879461,8879461,45025847,7285479
(주)디에스케이,109740,2016/12,46508330,112787890,7187904,7187904,32578452,7099381
(주)디에스케이,109740,2017/12,102528479,153376217,-25604152,-25604152,110146929,7003269
(주)디에스케이,109740,2018/12,117447230,144853007,20131592,20131592,85754412,13579341
(주)디에스케이,109740,2019/12,76019403,148458560,10095750,10095750,52376711,22071600
(주)디에이치패션,045260,2010/12,4721533,36055625,-8850681,-8850681,5451561,26000
(주)디에이치패션,045260,2011/12,3243091,32937166,-4822568,-4822568,6925563,20562
(주)디에이테크놀로지,196490,2010/12,,,,,,
(주)디에이테크놀로지,196490,2011/12,,,,,,
(주)디에이테크놀로지,196490,2012/12,,,,,,
(주)디에이테크놀로지,196490,2013/12,28862676,22395953,2080529,2080529,14581938,4045914
(주)디에이테크놀로지,196490,2014/12,40275056,34498114,2818822,2818822,25509282,3850137
(주)디에이테크놀로지,196490,2015/12,60039421,46714476,3309971,3309971,26353646,13147871
(주)디에이테크놀로지,196490,2016/12,74682634,73635301,4127560,4127560,46055799,21348290
(주)디에이테크놀로지,196490,2017/12,100382714,91963115,786538,786538,53019660,22394643
(주)디에이테크놀로지,196490,2018/12,91110422,157208549,-17379095,-17379095,94836596,23346770
(주)디에이테크놀로지,196490,2019/12,107549535,123800679,-20670950,-20670950,78994831,22167385
(주)디에이피,066900,2010/12,180690213,147886210,11436247,11436247,34325322,104215336
(주)디에이피,066900,2011/12,212427333,199470810,2612801,2612801,49503478,142353076
(주)디에이피,066900,2012/12,309642334,219424832,20933343,20933343,49557980,164047720
(주)디에이피,066900,2013/12,304367858,228830608,20608617,20608617,55864388,168510786
(주)디에이피,066900,2014/12,216686457,284054336,-1715202,-1715202,73229965,202546116
(주)디에이피,066900,2015/12,256089914,251564237,7638157,7638157,60298155,183037699
(주)디에이피,066900,2016/12,247819536,238950607,2443882,2443882,64640413,168800471
(주)디에이피,066900,2017/12,297905538,229912365,5277713,5277713,66445854,157536389
(주)디에이피,066900,2018/12,304108132,219431626,7510631,7510631,59521919,145178035
(주)디에이피,066900,2019/12,270484203,225787010,996179,996179,71381525,139134189
(주)디엔에이링크,127120,2010/12,6336070,9114022,861658,861658,4818095,4262131
(주)디엔에이링크,127120,2011/12,9150508,20492074,1457513,1457513,12432676,6074405
(주)디엔에이링크,127120,2012/12,10037535,30033774,269945,269945,19086319,8992809
(주)디엔에이링크,127120,2013/12,6666124,22407078,-7210899,-7210899,11922498,8743508
(주)디엔에이링크,127120,2014/12,8732714,20476534,-4459033,-4459033,9163913,6563174
(주)디엔에이링크,127120,2015/12,9296431,33861859,-7874492,-7874492,15322744,6713246
(주)디엔에이링크,127120,2016/12,10403732,24845576,-11922464,-11922464,12971032,4057571
(주)디엔에이링크,127120,2017/12,14179692,24992396,1361306,1361306,15142615,3137105
(주)디엔에이링크,127120,2018/12,12094514,34747561,-3751618,-3751618,18739058,4173683
(주)디엔에이링크,127120,2019/12,13471617,24516852,-13745362,-13745362,12341919,4691962
(주)디엔에프,092070,2010/12,12775485,51237955,-37519,-37519,12716635,33996675
(주)디엔에프,092070,2011/12,25329505,55141714,1856452,1856452,16470975,33053799
(주)디엔에프,092070,2012/12,27174584,68347769,468978,468978,20085208,41499493
(주)디엔에프,092070,2013/12,20605828,57790425,-13446050,-13446050,12657409,38428055
(주)디엔에프,092070,2014/12,61629776,67661039,10164762,10164762,22476636,37447242
(주)디엔에프,092070,2015/12,71488720,79447690,17275227,17275227,27795702,43126620
(주)디엔에프,092070,2016/12,58221631,93855379,10436018,10436018,30731508,53950348
(주)디엔에프,092070,2017/12,74380663,102224630,13231627,13231627,38984962,51445269
(주)디엔에프,092070,2018/12,74242592,115553080,14116309,14116309,38521832,58206126
(주)디엔에프,092070,2019/12,58814557,110119296,2231167,2231167,32409394,56327975
(주)디엔오토모티브,007340,2010/12,335003550,653631316,31675630,31675630,213608996,74213812
(주)디엔오토모티브,007340,2011/12,377329347,598676699,29480904,29480904,207880368,109195247
(주)디엔오토모티브,007340,2012/12,410243496,576754932,35633961,35633961,176825325,130178202
(주)디엔오토모티브,007340,2013/12,436690334,619850775,31217314,31217314,193895754,135096817
(주)디엔오토모티브,007340,2014/12,438359811,618327464,23450806,23450806,202629004,141374916
(주)디엔오토모티브,007340,2015/12,385393012,641585975,27281473,27281473,157985968,122659170
(주)디엔오토모티브,007340,2016/12,349008113,663744957,22735163,22735163,155718786,115089894
(주)디엔오토모티브,007340,2017/12,133035668,289464247,15009181,-3807741,47334475,49363411
(주)디엔오토모티브,007340,2018/12,145490957,357756951,67744647,67744647,101415121,50423072
(주)디엔오토모티브,007340,2019/12,159118853,360913696,12779939,12779939,79122289,46895402
(주)디엠에스,068790,2010/12,262780312,398708888,10266627,10266627,233759680,66469837
(주)디엠에스,068790,2011/12,227055326,378853702,4644691,4644691,192059641,75700845
(주)디엠에스,068790,2012/12,92920491,272082817,-49901398,-49901398,101308921,62555341
(주)디엠에스,068790,2013/12,137576794,275054652,1120564,1120564,111868669,61400071
(주)디엠에스,068790,2014/12,104063540,220374639,-41008385,-41008385,96531321,55776208
(주)디엠에스,068790,2015/12,188558092,259003996,21013338,21013338,144528002,54242814
(주)디엠에스,068790,2016/12,248456867,272128823,18174541,18174541,120971886,40676491
(주)디엠에스,068790,2017/12,265966852,279263248,7232563,7232563,137211551,40214424
