회사명,거래소코드,회계년도,재고자산(*)(IFRS연결),매입채무(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),매출액(수익)(*)(IFRS연결),이자비용(IFRS연결),유형자산(*)(IFRS연결),자본(*)(IFRS연결),당기순이익(손실)(IFRS연결),연구개발비(IFRS연결)
(주)대창,012800,2017/12,150260946,19531910,10763002,983291022,13413167,215329321,194489367,14271365,374545
(주)대창,012800,2018/12,153990626,22551930,28761222,951257321,12548855,235894438,215741704,12425644,413974
(주)대창,012800,2019/12,178813532,29557087,11948068,898987909,12173433,230246719,215085002,4690761,415620
(주)대창솔루션,096350,2011/12,,,,,,,,,
(주)대창솔루션,096350,2012/12,14121853,13530320,7501683,68934325,1757940,112806075,81072412,-2304924,634090
(주)대창솔루션,096350,2013/12,19025547,12121234,-8416438,95233300,2723697,101765268,80639993,-713173,897575
(주)대창솔루션,096350,2014/12,15954891,8640750,-2614183,82650798,2830890,99583749,65204441,-12863971,1214995
(주)대창솔루션,096350,2015/12,16110340,5505979,-492397,59676898,2939645,107529880,62688668,-2179229,21942
(주)대창솔루션,096350,2016/12,14071423,5957234,-3721709,49327918,2883943,108393614,58297775,-8373170,187877
(주)대창솔루션,096350,2017/12,14127332,5739822,-1538681,42774854,3026541,105761141,56224608,-11326344,213606
(주)대창솔루션,096350,2018/12,14386725,9503627,-10500526,51667981,3660286,102611122,50489013,-11110792,503389
(주)대창솔루션,096350,2019/12,19817017,10067367,-3545283,65192868,3736879,98565585,66153926,-4844363,385389
(주)대창스틸,140520,2011/12,60591060,43321622,-5406370,374880785,6063494,66142465,96348987,12329089,0
(주)대창스틸,140520,2012/12,55116711,45407656,4867832,369291904,6079567,69362597,96632489,3923161,0
(주)대창스틸,140520,2013/12,38987196,37923765,26605304,334289188,4612396,64504501,98623481,3715578,0
(주)대창스틸,140520,2014/12,38321535,25509974,9810148,266081393,3794279,62627640,104913698,1454797,0
(주)대창스틸,140520,2015/12,52121195,30376825,392609,260110989,3421646,130143027,126687331,4562799,0
(주)대창스틸,140520,2016/12,45715695,30491876,221935,302662749,3731394,127174135,120482995,-4532675,0
(주)대창스틸,140520,2017/12,62748888,33011511,-10287895,318055221,4431499,123641904,129290507,1888802,0
(주)대창스틸,140520,2018/12,35389804,20162112,25304698,228396166,4606198,89672187,101147892,-19575289,0
(주)대창스틸,140520,2019/12,32050934,14575259,9263229,197636280,4324999,58269861,99388804,28133,0
(주)대한과학,131220,2011/12,,,,,,,,,
(주)대한과학,131220,2012/12,10931290,3486937,565940,39173115,414522,13709536,17809756,1277537,809325
(주)대한과학,131220,2013/12,13979702,4026930,-2618557,39656586,458606,13372788,18569036,722921,1052094
(주)대한과학,131220,2014/12,12326106,4316338,2589871,39051055,461970,13066324,22138661,875885,1271935
(주)대한과학,131220,2015/12,13833254,5213684,898125,41604516,464473,13137521,23071683,-1258088,1308667
(주)대한과학,131220,2016/12,14058817,4908393,4123203,46070953,231148,12494726,25095120,2248141,969708
(주)대한과학,131220,2017/12,13815930,4796013,4580725,41364830,95562,12052358,26028550,1346157,740518
(주)대한과학,131220,2018/12,13901452,4898651,3756671,47055603,27594,12520999,29415687,2516975,817241
(주)대한과학,131220,2019/12,15350369,5333075,2438782,55165316,53232,14490056,32798304,1949877,807181
(주)대한항공,003490,2011/12,435348280,290074080,2025229876,12269083442,570593614,14196012930,2768952507,-199751062,0
(주)대한항공,003490,2012/12,493644459,239090608,2306198847,12719636524,575229593,14880089916,2904382959,256371132,0
(주)대한항공,003490,2013/12,464301625,206855935,1949344874,11848707841,498448402,15503889061,2740213084,-383555366,0
(주)대한항공,003490,2014/12,430179896,121696100,1863563778,11909748648,460725729,15778074439,2201158630,-457822464,0
(주)대한항공,003490,2015/12,490647755,123749310,2728023078,11544831301,370660612,17850702587,2499035141,-562967287,0
(주)대한항공,003490,2016/12,564705037,113875320,2806255597,11731852589,406823205,17873281888,1874350082,-556844431,0
(주)대한항공,003490,2017/12,682687132,151796835,2806750798,12092211498,457333678,18907293604,3751103158,801897025,0
(주)대한항공,003490,2018/12,1030115721,153624476,2792632458,13011645224,546352717,19648001997,2894870625,-198649078,0
(주)대한항공,003490,2019/12,712925078,196453209,2333681192,12683407265,617559363,21310439947,2780792693,-622761502,0
(주)대현,016090,2011/12,,,,,,,,,
(주)대현,016090,2012/12,,,,,,,,,
(주)대현,016090,2013/12,,,,,,,,,
(주)대현,016090,2014/12,,,,,,,,,
(주)대현,016090,2015/12,,,,,,,,,
(주)대현,016090,2016/12,,,,,,,,,
(주)대현,016090,2017/12,,,,,,,,,
(주)대현,016090,2018/12,,,,,,,,,
(주)대현,016090,2019/12,,,,,,,,,
(주)대호에이엘,069460,2011/12,37847929,1231588,4318159,179347681,4532186,46257068,41248239,4470657,429953
(주)대호에이엘,069460,2012/12,43124502,1443239,5311456,151031967,5510660,49534458,32005031,2349697,457676
(주)대호에이엘,069460,2013/12,36113869,2062838,15894056,139063658,4446995,46829689,33565906,-2552640,546598
(주)대호에이엘,069460,2014/12,,,,,,,,,
(주)대호에이엘,069460,2015/12,,,,,,,,,
(주)대호에이엘,069460,2016/12,,,,,,,,,
(주)대호에이엘,069460,2017/12,,,,,,,,,
(주)대호에이엘,069460,2018/12,,,,,,,,,
(주)대호에이엘,069460,2019/12,,,,,,,,,
(주)대호특수강,021040,2011/12,,,,,,,,,
(주)대호특수강,021040,2012/12,,,,,,,,,
(주)대호특수강,021040,2013/12,,,,,,,,,
(주)대호특수강,021040,2014/12,,,,,,,,,
(주)대호특수강,021040,2015/12,,,,,,,,,
(주)대호특수강,021040,2016/12,,,,,,,,,
(주)대호특수강,021040,2017/12,,,,,,,,,
(주)대호특수강,021040,2018/12,,,,,,,,,
(주)대호특수강,021040,2019/12,,,,,,,,,
(주)더 미동,161570,2012/12,,,,,,,,,
(주)더 미동,161570,2013/12,1019845,3097486,2904996,41879645,7389,180677,32133888,3735167,1009548
(주)더 미동,161570,2014/12,1017986,3718056,1406851,36758112,7647,406510,33569132,1780561,1155653
(주)더 미동,161570,2015/12,1548479,2383857,994096,40713758,3587,262521,44706800,590543,1364651
(주)더 미동,161570,2016/12,1067169,1809526,-3952288,28872693,1321,251500,49390295,-3098362,1174747
(주)더 미동,161570,2017/12,306480,1386224,-4139020,28157406,22454,97426,44423279,-3582199,0
(주)더 미동,161570,2018/12,472882,624834,-1664228,19602894,143899,148323,32130428,-12540176,0
(주)더 미동,161570,2019/12,1704129,1893193,-1439955,24883150,160636,6628563,28452478,-3337757,0
(주)더네이쳐홀딩스,298540,2016/12,,,,,,,,,
(주)더네이쳐홀딩스,298540,2017/12,,,,,,,,,
(주)더네이쳐홀딩스,298540,2018/12,,,,,,,,,
(주)더네이쳐홀딩스,298540,2019/12,51248724,18748707,8237335,235344475,575606,13976001,75443438,16141997,1090632
(주)더블유게임즈,192080,2014/12,,,,,,,,,
(주)더블유게임즈,192080,2014/12,,,,,,,,,
(주)더블유게임즈,192080,2015/12,,,,,,,,,
(주)더블유게임즈,192080,2015/12,,,,,,,,,
(주)더블유게임즈,192080,2016/12,0,0,54254023,155636444,107687,1129041,378213539,48718418,8025551
(주)더블유게임즈,192080,2016/12,0,0,54254023,155636444,107687,1129041,378213539,48718418,8025551
(주)더블유게임즈,192080,2017/12,0,0,82407202,319345253,20408052,1910342,404617915,35641749,10337606
(주)더블유게임즈,192080,2017/12,0,0,82407202,319345253,20408052,1910342,404617915,35641749,10337606
(주)더블유게임즈,192080,2018/12,0,0,156285030,483010036,30579447,1758304,518254169,87761134,12853937
(주)더블유게임즈,192080,2019/12,0,0,164430655,513847375,27557121,1781145,647154267,110292805,16664966
(주)더블유에스아이,299170,2018/12,,,,,,,,,
(주)더블유에스아이,299170,2019/12,,,,,,,,,
(주)더존비즈온,012510,2011/12,2722477,910652,29556021,115664742,3000814,64822097,64652982,4939304,0
(주)더존비즈온,012510,2012/12,2584080,1353134,19409196,124921239,3793664,77624539,82161689,17029007,0
(주)더존비즈온,012510,2013/12,2030884,707511,31720734,129601816,3636515,78527960,90728803,13703450,0
(주)더존비즈온,012510,2014/12,1499222,790510,37610031,136381212,2722643,82579479,117669430,10940570,0
(주)더존비즈온,012510,2015/12,777398,987703,42594045,157733506,1747558,79433367,132775618,21680881,0
(주)더존비즈온,012510,2016/12,1312350,1597808,49616235,176766996,1080491,75560312,153293920,28238403,0
(주)더존비즈온,012510,2017/12,1101962,1934336,50080137,205605875,832275,103531563,185508246,40580416,0
(주)더존비즈온,012510,2018/12,1560030,2938054,62134906,226933182,723103,83632631,182160481,42514595,0
(주)더존비즈온,012510,2019/12,1490737,3561331,60247212,262663608,2756436,341975040,363005014,51025561,0
(주)더코디,224060,2011/12,,,,,,,,,
(주)더코디,224060,2012/12,,,,,,,,,
(주)더코디,224060,2013/12,,,,,,,,,
(주)더코디,224060,2014/12,,,,,,,,,
(주)더코디,224060,2015/12,,,,,,,,,
(주)더코디,224060,2016/12,11001075,7068319,-7912553,44257148,1028305,5225870,15881906,-5413917,119461
(주)더코디,224060,2017/12,4541736,1227543,-715519,73499954,2127048,4173216,55282274,-4047905,64582
(주)더코디,224060,2018/12,2123335,2126749,1376342,36581926,681896,7854408,56410617,-12145462,165290
(주)더코디,224060,2019/12,5191373,2890293,-2311185,11785340,1054495,5691271,65611713,6060174,150000
(주)덕산테코피아,317330,2013/12,,,,,,,,,
(주)덕산테코피아,317330,2014/12,,,,,,,,,
(주)덕산테코피아,317330,2015/12,,,,,,,,,
(주)덕산테코피아,317330,2016/12,,,,,,,,,
(주)덕산테코피아,317330,2017/12,,,,,,,,,
(주)덕산테코피아,317330,2018/12,,,,,,,,,
(주)덕산테코피아,317330,2019/12,,,,,,,,,
(주)덕성,004830,2011/12,16712000,11347612,-4175187,90994471,678426,19648898,56953565,252363,1059948
(주)덕성,004830,2012/12,17238720,12647430,5364095,91531135,810354,22767559,58544775,1979312,1077871
(주)덕성,004830,2013/12,19227666,8406934,445026,97418617,932823,24049406,62737388,4382694,1175823
(주)덕성,004830,2014/12,18493797,6064486,3906697,82288347,815515,24198416,62676033,759850,1337823
(주)덕성,004830,2015/12,17987481,6601021,5690869,76938066,570231,23719109,63495104,522423,1229210
(주)덕성,004830,2016/12,18345945,9334505,3290685,103808604,618297,26966349,65882484,2941791,1087555
(주)덕성,004830,2017/12,16268592,6879607,4781950,100706194,690913,30191766,65342165,523130,1226536
(주)덕성,004830,2018/12,15791623,5970955,-500742,83746049,850940,30041668,62844638,-2022010,1232146
(주)덕성,004830,2019/12,16370239,7819684,2281580,86726847,869546,29299246,62987985,184845,1405696
(주)덕신하우징,090410,2011/12,,,,,,,,,
(주)덕신하우징,090410,2012/12,,,,,,,,,
(주)덕신하우징,090410,2013/12,,,,,,,,,
(주)덕신하우징,090410,2014/12,,,,,,,,,
(주)덕신하우징,090410,2015/12,13492408,2131237,-453597,104896222,83125,38918324,68262112,1133072,669913
(주)덕신하우징,090410,2016/12,17834826,4337376,-12866561,121634452,658287,48911219,54428169,-12189253,633144
(주)덕신하우징,090410,2017/12,15667772,4316286,15272329,125887825,807676,47475805,62334189,8714097,413647
(주)덕신하우징,090410,2018/12,15813689,5596390,18747908,135363460,1005564,46451609,72089466,8569003,635618
(주)덕신하우징,090410,2019/12,18327355,8503637,6929860,149006750,969812,55588973,72659756,1486120,424177
(주)데이타솔루션,263800,2011/12,,,,,,,,,
(주)데이타솔루션,263800,2012/12,,,,,,,,,
(주)데이타솔루션,263800,2013/12,,,,,,,,,
(주)데이타솔루션,263800,2014/12,,,,,,,,,
(주)데이타솔루션,263800,2015/12,,,,,,,,,
(주)데이타솔루션,263800,2016/12,,,,,,,,,
(주)데이타솔루션,263800,2017/12,,,,,,,,,
(주)데이타솔루션,263800,2018/12,,,,,,,,,
(주)데이타솔루션,263800,2019/12,,,,,,,,,
(주)데코앤이,017680,2011/12,61154011,38172145,9704236,190468301,4366421,6240078,17487645,-1237965,0
(주)데코앤이,017680,2012/12,49877420,24364189,-5571469,165991015,3013035,5404281,17564574,-1785666,0
(주)데코앤이,017680,2013/12,40296629,14654006,2323763,132647215,2707982,3233061,31626814,14006259,0
(주)데코앤이,017680,2014/12,22578965,11936971,322784,107124529,1119476,1390391,26005640,-6505164,0
(주)데코앤이,017680,2015/12,25630305,5241776,-10745567,63686918,1139927,1371052,31980877,-4353912,0
(주)데코앤이,017680,2016/12,19118998,3674468,-2578070,55398415,1095818,2266966,34465513,-8678103,0
(주)데코앤이,017680,2017/12,13969419,3855270,-4036195,46847589,812848,1601018,28835758,-21293121,0
(주)데코앤이,017680,2018/12,13063586,3867048,-3981329,51621256,2678675,1560788,30034620,-10577609,0
(주)덱스터스튜디오,206560,2013/12,,,,,,,,,
(주)덱스터스튜디오,206560,2014/12,,,,,,,,,
(주)덱스터스튜디오,206560,2015/12,0,0,5300741,26054827,538792,5506040,73695940,4127487,0
(주)덱스터스튜디오,206560,2016/12,0,0,2987936,31776984,67825,7069604,78181834,5131099,48800
(주)덱스터스튜디오,206560,2017/12,0,0,-13829477,25334023,2435281,7554983,40879367,-34180578,0
(주)덱스터스튜디오,206560,2018/12,0,30944,11937507,39216741,1512033,6192613,63225057,2818373,0
(주)덱스터스튜디오,206560,2019/12,0,12639,8160369,55482725,238614,5092555,55331347,-7707267,0
(주)덴티스,261200,2016/12,,,,,,,,,
(주)덴티스,261200,2017/12,,,,,,,,,
(주)덴티스,261200,2018/12,,,,,,,,,
(주)덴티스,261200,2019/12,,,,,,,,,
(주)덴티움,145720,2011/12,13287709,1377002,2346839,69398589,654600,22916855,33712980,13775290,2592184
(주)덴티움,145720,2012/12,10130068,2149278,14380771,62900700,229231,22310628,24267699,8251458,2168430
(주)덴티움,145720,2013/12,13513365,2833745,13625455,73837311,391570,23304228,38783753,14965585,2390517
(주)덴티움,145720,2014/12,17213093,3373517,6162926,85763139,631714,38781984,36159065,15064407,2460332
(주)덴티움,145720,2015/12,24373693,3932574,14971326,95489314,1054321,65864063,55579411,14496983,3842216
(주)덴티움,145720,2016/12,25861318,5193466,17601159,120033552,961643,84130323,69440076,19999696,4684252
(주)덴티움,145720,2017/12,34906151,5757785,21659105,150645644,423498,150149585,162464656,30293552,5250018
(주)덴티움,145720,2018/12,46393763,8055130,-574593,186316234,1379482,247364287,194733847,34255818,8401444
(주)덴티움,145720,2019/12,66743718,12515031,-11642098,252587273,5159579,278310458,206533365,13711060,6508967
(주)도화엔지니어링,002150,2011/12,,,,,,,,,
(주)도화엔지니어링,002150,2012/12,,,,,,,,,
(주)도화엔지니어링,002150,2013/12,,,,,,,,,
(주)도화엔지니어링,002150,2014/12,,,,,,,,,
(주)도화엔지니어링,002150,2015/12,,,,,,,,,
(주)도화엔지니어링,002150,2016/12,,,,,,,,,
(주)도화엔지니어링,002150,2017/12,0,0,11516088,398950053,208710,167941009,235778390,11713712,0
(주)도화엔지니어링,002150,2018/12,0,0,28701404,402472582,345685,166087312,248740117,13795377,0
(주)도화엔지니어링,002150,2019/12,0,0,39114543,516127676,231706,168365191,252576931,17382974,0
(주)동구바이오제약,006620,2011/12,,,,,,,,,
(주)동구바이오제약,006620,2012/12,,,,,,,,,
(주)동구바이오제약,006620,2013/12,,,,,,,,,
(주)동구바이오제약,006620,2014/12,,,,,,,,,
(주)동구바이오제약,006620,2015/12,10731143,6422454,6933841,80369189,3602332,31583274,2550193,4029523,2818891
(주)동구바이오제약,006620,2016/12,10660337,8987323,12587563,87363407,2438452,29581447,22045019,10912838,2110877
(주)동구바이오제약,006620,2017/12,12145790,9953767,9506908,101124256,574319,28236522,37744846,10943341,3680902
(주)동구바이오제약,006620,2018/12,,,,,,,,,
(주)동구바이오제약,006620,2019/12,,,,,,,,,
(주)동국알앤에스,075970,2011/12,42991177,10409168,8863588,154053142,4928209,81561086,80595734,3696879,118473
(주)동국알앤에스,075970,2012/12,27363052,10968400,30057011,129926945,3351033,67707919,78826439,1081416,171094
(주)동국알앤에스,075970,2013/12,27328566,9810815,5894487,117332476,2549702,67310343,77137170,-847181,348030
(주)동국알앤에스,075970,2014/12,27841155,10414419,12973315,110150597,2006868,67360524,77359974,1789756,469575
(주)동국알앤에스,075970,2015/12,24483718,7183439,5138531,98898658,1331696,48856250,74443437,-1154289,487741
(주)동국알앤에스,075970,2016/12,20915263,7414981,7155520,94528209,1009239,46278552,76160431,1917566,444348
(주)동국알앤에스,075970,2017/12,28993382,9437653,-912581,95193818,887611,45676261,76573791,2587788,450693
(주)동국알앤에스,075970,2018/12,24489475,7718208,6326263,101618391,885964,33899985,77738614,3059742,262588
(주)동국알앤에스,075970,2019/12,24832045,7912943,5440018,101828656,829259,34875449,78979390,2579538,190739
(주)동국에스엔씨,100130,2011/12,49679236,11786382,-14427251,116891942,187789,86450140,222594755,-14682259,0
(주)동국에스엔씨,100130,2012/12,24338071,7948812,21821436,139563701,126927,93236918,228933999,6890132,0
(주)동국에스엔씨,100130,2013/12,56840999,17202612,-12742282,140907254,197245,83176443,228646809,2511941,0
(주)동국에스엔씨,100130,2014/12,35478235,18009324,34027706,203075322,55792,85845800,235312363,11032882,0
(주)동국에스엔씨,100130,2015/12,70488361,38202168,-931106,211285538,42857,131635562,275800556,23750010,230806
(주)동국에스엔씨,100130,2016/12,87325320,49952432,18068555,383878885,1164094,143748651,287126965,15957878,856300
(주)동국에스엔씨,100130,2017/12,71713682,46967479,61403747,367922824,1629103,147853294,285302643,6172981,358580
(주)동국에스엔씨,100130,2018/12,73568257,37469808,-51118805,363113418,1929883,147834629,271162970,-11446278,590523
(주)동국에스엔씨,100130,2019/12,80674709,35774667,13697650,317847252,1899576,139815566,276186355,8953843,653419
(주)동남합성,023450,2011/12,,,,,,,,,
(주)동남합성,023450,2012/12,,,,,,,,,
(주)동남합성,023450,2013/12,,,,,,,,,
(주)동남합성,023450,2014/12,,,,,,,,,
(주)동남합성,023450,2015/12,,,,,,,,,
(주)동남합성,023450,2016/12,,,,,,,,,
(주)동남합성,023450,2017/12,,,,,,,,,
(주)동남합성,023450,2018/12,,,,,,,,,
(주)동남합성,023450,2019/12,,,,,,,,,
(주)동방,004140,2011/12,39677594,83567843,13395890,585508996,20525528,329694254,123724480,776163,123408
(주)동방,004140,2012/12,51169337,84539595,-10053945,619415412,23302377,358275146,152827508,888812,147426
(주)동방,004140,2013/12,48160586,76346937,30423376,635368921,21666816,343427096,132712719,-26177038,196089
(주)동방,004140,2014/12,50598483,75835188,27069269,633716236,18863015,335446032,115889655,-14172873,158940
(주)동방,004140,2015/12,39288991,75989335,71516835,629844689,16868935,331273167,99257222,-17170331,198975
(주)동방,004140,2016/12,33374880,66156355,27241558,575084778,15098629,305814641,149080462,31349870,349826
(주)동방,004140,2017/12,15433050,52659746,19319207,506138372,14053977,284002888,126663426,-9349609,187553
(주)동방,004140,2018/12,6245931,98220219,28512262,526437269,13838105,286965560,130187333,15801154,0
(주)동방,004140,2019/12,6524414,119714753,29671311,633047832,17253436,288594843,115641392,-8669488,0
(주)동방선기,099410,2011/12,8827187,5614725,14282871,55491589,2994038,36922936,41915183,2042620,0
(주)동방선기,099410,2012/12,5984326,2539091,6521698,38614066,2985516,36834583,34705023,-8679525,0
(주)동방선기,099410,2013/12,5207507,2125956,1156177,24243352,2360261,35123738,36876416,-7936854,0
(주)동방선기,099410,2014/12,4664242,2819173,-647966,35538546,2057295,54825707,34793135,-1571907,0
(주)동방선기,099410,2015/12,3832366,3300738,5677114,45092509,1550671,54550634,34553300,-911029,0
(주)동방선기,099410,2016/12,3950686,2694840,68412,29202617,680984,24056848,37352179,-2271265,0
(주)동방선기,099410,2017/12,,,,,,,,,
(주)동방선기,099410,2018/12,,,,,,,,,
(주)동방선기,099410,2019/12,,,,,,,,,
(주)동방아그로,007590,2011/12,56263076,19958149,15180408,104135497,91259,26324651,113040198,6352698,2276467
(주)동방아그로,007590,2012/12,61446535,20432599,1608102,105441229,116407,32929037,114042017,5278299,2343144
(주)동방아그로,007590,2013/12,53814088,22218006,18512469,109239930,200265,32228389,114771461,6270069,2377207
(주)동방아그로,007590,2014/12,52670390,24063192,9086444,114629208,9269,31913519,120012559,7601313,2005675
(주)동방아그로,007590,2015/12,60289235,30477719,2870533,115830676,36748,32456862,123411599,5719595,2310586
(주)동방아그로,007590,2016/12,62792511,26113204,2236085,115846147,55311,37131176,126736239,5877252,2308338
(주)동방아그로,007590,2017/12,71327691,33320170,9310391,120248595,42950,36544600,129746775,5911230,2176376
(주)동방아그로,007590,2018/12,63751910,21721393,2651985,121108495,53564,36811402,133000418,6154336,2149998
(주)동방아그로,007590,2019/12,69402543,26506907,3796400,124644780,385659,35896614,137148663,6466935,2371363
(주)동서,026960,2011/12,33012883,43773033,104843944,443158569,0,80346125,840902038,99811942,209924
(주)동서,026960,2011/12,33012883,43773033,104843944,443158569,0,80346125,840902038,99811942,209924
(주)동서,026960,2012/12,26630593,32237497,107515708,459681978,809,78110402,924253092,125452016,234705
(주)동서,026960,2012/12,26630593,32237497,107515708,459681978,809,78110402,924253092,125452016,234705
(주)동서,026960,2013/12,26507906,33706855,107925349,470368827,0,80054166,1003776466,126490088,0
(주)동서,026960,2013/12,26507906,33706855,107925349,470368827,0,80054166,1003776466,126490088,0
(주)동서,026960,2014/12,26727782,17905883,94691135,502655538,0,76825716,1074263152,131013543,0
(주)동서,026960,2014/12,26727782,17905883,94691135,502655538,0,76825716,1074263152,131013543,0
(주)동서,026960,2015/12,30233803,29692576,109312076,509394172,856,80933471,1140079554,124966404,0
(주)동서,026960,2015/12,30233803,29692576,109312076,509394172,856,80933471,1140079554,124966404,0
(주)동서,026960,2016/12,35294123,38645569,106473070,513790349,0,78116120,1197388709,122358706,0
(주)동서,026960,2017/12,42527804,40346014,111445725,559080361,7576,89579048,1244717364,126070591,0
(주)동서,026960,2018/12,42577097,31628240,95372753,563524574,24875,85434784,1290200662,120396957,0
(주)동서,026960,2019/12,32354662,29370481,106779240,502235935,59832,81796974,1351941870,140545752,0
(주)동성케미컬,102260,2011/12,59591582,56454655,31568109,582112775,13720716,234227280,251795849,2102943,1578956
(주)동성케미컬,102260,2012/12,125604901,61573258,-26049080,654021296,12027635,237541858,306597596,30207893,517380
(주)동성케미컬,102260,2013/12,107827768,75295670,61455811,823409697,12576637,244352145,336735442,18047604,426702
(주)동성케미컬,102260,2014/12,108681599,92284773,62340312,905441155,10097375,306907380,378315795,29105338,1216166
(주)동성케미컬,102260,2015/12,116363952,70002840,49657822,871224899,7303713,313232732,398501791,43556795,1242780
(주)동성케미컬,102260,2016/12,113750633,89390073,78305380,852912858,6052134,336643920,440647223,52979286,1697997
(주)동성케미컬,102260,2017/12,82916851,87927365,47209495,827336387,6244787,360398572,417812049,-5932020,1452572
(주)동성케미컬,102260,2018/12,99347893,82835924,47656277,813073125,7137432,351794775,400668890,-4824203,1743525
(주)동성케미컬,102260,2019/12,132544017,76473199,45562486,849786144,7965823,343059472,418429062,25020518,2564828
(주)동성하이켐,013450,2011/12,,,,,,,,,
(주)동성하이켐,013450,2012/12,,,,,,,,,
(주)동성하이켐,013450,2013/12,,,,,,,,,
(주)동성하이켐,013450,2014/12,,,,,,,,,
(주)동성화인텍,033500,2011/12,,,,,,,,,
(주)동성화인텍,033500,2012/12,,,,,,,,,
(주)동성화인텍,033500,2013/12,,,,,,,,,
(주)동성화인텍,033500,2014/12,,,,,,,,,
(주)동성화인텍,033500,2015/12,71120693,22523711,4905506,347135317,3163445,125502506,113310989,14147124,0
(주)동성화인텍,033500,2016/12,59748892,20428213,11821313,335005289,2615546,122962278,118460497,8668683,0
(주)동성화인텍,033500,2017/12,29070381,11795163,20323127,230970494,2807325,118280212,84140472,-32196447,0
(주)동성화인텍,033500,2018/12,44752419,15836102,18209020,188129063,3101105,115122927,73936476,-10038308,0
(주)동성화인텍,033500,2019/12,77634122,25181928,-5524210,253271782,3687919,111863833,94893401,16877238,0
(주)동아엘텍,088130,2011/12,1205981,5047379,4307684,64235041,279317,10287791,51751392,5740717,0
(주)동아엘텍,088130,2012/12,575409,8574236,10609133,67364061,447924,13017730,58271262,5413565,644321
(주)동아엘텍,088130,2013/12,1154141,17071601,11902468,91172444,1087018,21332279,72110880,8986847,0
(주)동아엘텍,088130,2014/12,1626481,17883810,4129156,119044673,1050658,35925199,77843668,7063353,0
(주)동아엘텍,088130,2015/12,2043976,3934325,15448706,119717924,812369,40409496,94935182,8121365,3252877
(주)동아엘텍,088130,2016/12,2975853,36091263,15982440,216159935,367311,39122035,125004077,31659042,5235474
(주)동아엘텍,088130,2017/12,4348615,27093032,9139388,250506618,282437,47575367,193906396,15046550,5841699
(주)동아엘텍,088130,2018/12,32901556,27846831,-16203890,253511129,73517,49727669,195727578,19573728,3067169
(주)동아엘텍,088130,2019/12,15729960,15800208,45470991,202944664,130498,51854519,209028744,15283836,2679005
(주)동아지질,028100,2011/12,1652811,16471743,-9861587,253840382,500238,43154421,126521972,6844919,1983516
(주)동아지질,028100,2012/12,1579932,15714224,34932265,283352820,732564,45406944,133630784,7877194,2263612
(주)동아지질,028100,2013/12,3530258,16004401,-2072144,329945352,1325372,40044634,132872372,2087750,1106739
(주)동아지질,028100,2014/12,3393369,7696419,29987755,305653861,1508951,48371278,135696999,4204358,2047682
(주)동아지질,028100,2015/12,4577256,8819981,16251926,296676999,1183181,71578087,138390042,4502068,550700
(주)동아지질,028100,2016/12,2882500,25736541,51552442,323174632,808622,78815424,149430348,11369215,648446
(주)동아지질,028100,2017/12,3654350,6733645,38056321,339724245,950722,61306159,156235444,17104682,647966
(주)동아지질,028100,2018/12,1890053,4790573,53487076,360734225,836994,52526801,174760987,18725316,804333
(주)동아지질,028100,2019/12,4189306,3224272,16030066,380903410,1373338,80324679,193879989,19042768,613015
(주)동양,001520,2011/12,205764283,225546585,-119428928,1491867213,197295665,1725517725,353679357,-93848517,115000
(주)동양,001520,2012/12,212839730,177262492,-3178256,1709382603,219304889,1612829377,234618283,-143567868,219000
(주)동양,001520,2013/12,52315677,114292023,195522030,567649867,114504747,225236930,-476439948,-670273527,1000
(주)동양,001520,2014/12,50562611,53458728,58061659,381219825,50824000,220609394,374952922,632018899,0
(주)동양,001520,2015/12,54174944,73996583,37567400,392665079,16977000,217126912,959976000,607282784,0
(주)동양,001520,2016/12,51178396,68437417,-131992217,439901519,366290,264562169,862687591,24456833,117000
(주)동양,001520,2017/12,66385318,72105788,-7793063,483087800,405466,254988980,851648583,15780070,703000
(주)동양,001520,2018/12,78146298,82421454,23815633,529745193,329992,265439153,834114956,3136009,959000
(주)동양,001520,2019/12,77247474,92036524,29688418,539085144,936000,272883143,819145877,-2263038,813000
(주)동양건설산업,005900,2011/12,30497938,139907544,199061804,514311379,39538174,30892838,35057392,-206528763,9288210
(주)동양건설산업,005900,2012/12,33818663,14942665,33686551,277263354,29100357,41183264,41983277,-125018843,3239805
(주)동양건설산업,005900,2013/12,17116366,5274103,17081441,185853750,27403473,44578571,-119517078,-152256832,268093
(주)동양고속,084670,2011/12,3089800,3823906,15587388,203129076,5986709,89928701,133426848,-1926921,0
(주)동양고속,084670,2012/12,481570,615733,14326969,115450487,5603829,63941552,111864261,6872053,0
(주)동양고속,084670,2013/12,447175,422781,18399184,127101782,4465667,70506864,115021355,6800562,0
(주)동양고속,084670,2014/12,1352780,744885,20289584,136283088,3414650,74105246,123810245,11685377,0
(주)동양고속,084670,2015/12,10470986,363730,18947043,135760744,2737051,78239871,131415651,15789173,0
(주)동양고속,084670,2016/12,9883904,443372,14759919,155526430,2242116,67547579,126497870,6987800,0
(주)동양고속,084670,2017/12,2109027,548796,15298821,141870839,2182092,63419656,123239558,-1770752,0
(주)동양고속,084670,2018/12,1283502,369372,7886099,132272993,1481395,57998080,112681255,1364957,0
